"","row","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","annot"
"44","uc.361",8.50215351015362,1.02289057440206,0.601527639042245,1.70048807072391,0.0890391583939571,0.180950547703848,"intergenic"
"45","uc.362",0.240588711849682,0.595168951240715,2.48890850826343,0.239128497196539,0.811005945113647,NA,"intergenic"
"46","uc.363",0.892607624138247,0.00668551875909232,1.41409402257856,0.00472777527685286,0.996227795152291,0.996227795152291,"intergenic"
"47","uc.364",0.0741488418136154,0.0100393448324149,4.0633984613069,0.00247067692917962,0.998028687029039,NA,"intergenic"
"48","uc.365",0.0865052074115907,0.0795830158782325,2.97927653304658,0.0267121950565803,0.978689286355283,NA,"intergenic"
"49","uc.379",0.518871119516464,0.829465954911593,1.15436806893241,0.718545477161979,0.472421017721375,0.617352291838834,"intergenic"
"50","uc.380",0.0265047344114224,-0.111691953936036,6.74206931997404,-0.0165664202836268,0.986782513612352,NA,"intergenic"
"51","uc.381",0.117126311844961,-0.514874643167885,4.00717645451943,-0.128488138471465,0.897762684546813,NA,"intergenic"
"52","uc.383",0.112960789024971,0.0795750849670455,3.51664454153806,0.0226281286115549,0.981946906181695,NA,"intergenic"
"53","uc.386",0.0608719273915823,-0.00734881490076801,4.41835570361649,-0.00166324655453903,0.998672921865194,NA,"intergenic"
"54","uc.392",0.470447582324602,1.23453818599829,1.55512560817192,0.793851107274554,0.427282115913552,0.572739857501144,"intergenic"
"55","uc.394",0.0747524936329869,0.0274294935415649,3.55692020045672,0.00771158530293788,0.993847106131476,NA,"intergenic"
"56","uc.396",0.0230695145015236,-0.129132278790721,8.61180177666705,-0.0149948038911664,0.988036325811665,NA,"intergenic"
"57","uc.399",0.102139586407929,-0.445337827418323,2.69143000226169,-0.16546513453595,0.868577890144587,NA,"intergenic"
"58","uc.400",0.443286955150379,0.479215150422787,1.30015507718355,0.368583070460242,0.712438516276884,NA,"intergenic"
"59","uc.403",2.87924258701478,3.80378513335779,1.23435280451297,3.0816028605846,0.00205889327840155,0.00845936586125853,"intergenic"
"60","uc.404",0.16394451997543,0.166494144920376,2.79115745388167,0.0596505742407447,0.95243393763079,NA,"intergenic"
"61","uc.405",0.0573844364465748,-0.00733825054341912,3.8323960177407,-0.00191479442872014,0.9984722160218,NA,"intergenic"
"62","uc.409",6.68826944047066,0.204059127115963,0.563172588922934,0.362338528418483,0.717099069928968,0.814004349649099,"intergenic"
"63","uc.410",0.414341063643109,-0.656064502864115,1.16656410032752,-0.562390444451291,0.573850028071259,NA,"intergenic"
"64","uc.428",0.643571070442685,1.73887519100779,1.84923648193201,0.940320617723852,0.347053126974576,0.497575731075456,"intergenic"
"65","uc.431",0.370848067962964,-0.243112746619116,2.74585088232593,-0.0885382189484311,0.929448909268756,NA,"intergenic"
"66","uc.432",0.0858859228863095,-1.73958072558989,5.12588752495471,-0.339371614597661,0.734329799364334,NA,"intergenic"
"67","uc.433",0.123230020328609,0.11434437992346,3.12578763397545,0.036580981599839,0.97081910786463,NA,"intergenic"
"68","uc.445",0.0891011166832984,0.0969622418136676,3.15637943059241,0.0307194505432033,0.975493279191846,NA,"intergenic"
"69","uc.446",2.49052757522239,-3.36728121141972,1.03872497887024,-3.24174471579773,0.00118800388644866,0.00561331836346992,"intergenic"
"70","uc.447",2.41744267364999,-3.40517884817974,1.24338460729999,-2.73863680488541,0.00616944866291046,0.0221559283203866,"intergenic"
"71","uc.448",2.60255620089653,-3.51160352691148,1.02124267780125,-3.43855931919337,0.000584818393799911,0.0031176745177119,"intergenic"
"72","uc.450",0.0537397180662593,-0.0247247760305037,4.11747175069462,-0.00600484411977632,0.995208856380118,NA,"intergenic"
"73","uc.453",5.64371393763627,0.471093192657745,0.4813605158989,0.978670200604257,0.32774296059106,0.483653153035077,"intergenic"
"74","uc.47",0.110624870045954,0.166486048487303,3.35004936079322,0.0496965956489319,0.960364169387863,NA,"intergenic"
"75","uc.51",0.420552586490065,-0.0373150153231573,1.96293106203106,-0.0190098450449641,0.984833251619485,NA,"intergenic"
"76","uc.60",0.131835897388801,0.218646066629626,2.2364446079773,0.0977650266184661,0.922118879019977,NA,"intergenic"
"77","uc.62",7.0069050951642,-4.31992810748388,0.691494232829457,-6.24723663971512,0.000000000417777871206762,0.0000000111845969551656,"intergenic"
"78","uc.67",0.0541077863473968,-0.636549307062355,4.42887343063085,-0.143727138973959,0.885715939894105,NA,"intergenic"
"79","uc.81",0.050141820868645,-0.688706720872095,5.76331012445051,-0.119498466332793,0.904880455020086,NA,"intergenic"
"80","uc.82",0.0395292642014373,-0.688707832674322,5.86464433372007,-0.117433861882202,0.906516251803479,NA,"intergenic"
"81","uc.85",0.0459252460635523,-0.0595113238348748,5.28435320433168,-0.0112617990383558,0.991014574354936,NA,"intergenic"
"82","uc.86",0.0616008396185022,-0.619164837717203,4.08783998884914,-0.151465037625291,0.879608888541993,NA,"intergenic"
"83","uc.87",0.27366270979884,0.658130232040472,1.83868766376918,0.357934762389905,0.720392135228018,NA,"intergenic"
"84","uc.88",0.497570948308135,-0.0245289370147737,1.75668400725327,-0.0139632039191425,0.988859337192563,0.996227795152291,"intergenic"
"85","uc.92",1.11015085032037,1.25029867603604,1.11744402214894,1.11889155183953,0.263186407521251,0.408101817413082,"intergenic"
"86","uc.95",9.37636514267629,1.54115351172478,0.678824985835965,2.27032525891319,0.0231878555950332,0.0644485986391364,"intergenic"
"87","uc.98",1.49535787463564,0.113539104280772,1.22208512374654,0.0929060521845614,0.925978197598531,0.951345189140603,"intergenic"
"88","uc.99",0.735118797911602,1.10405380674698,1.23744747638056,0.892202560367449,0.372284370089291,0.521198118125008,"intergenic"
"89","uc.107",0.336192165766217,0.297024728695452,1.41545766995398,0.209843596880653,0.833789745133218,NA,"intergenic"
"90","uc.108",0.332297996245058,0.117461768732575,1.48382931946045,0.0791612399027717,0.936904373882309,NA,"intergenic"
"91","uc.110",13.80400186759,5.51001308137977,1.18604044374852,4.64572107167374,0.00000338890639627871,0.00003660018907981,"intergenic"
"92","uc.113",0.428206930380312,-0.471915743289825,1.77127944540672,-0.266426477489815,0.789910775818013,NA,"intergenic"
"93","uc.114",0.221308518776445,-0.743220286931738,1.97304304996699,-0.37668731401688,0.706405991547504,NA,"intergenic"
"94","uc.115",0.00881622812670735,-0.181274014839831,8.61180177666705,-0.0210494876148889,0.983206178998728,NA,"intergenic"
"95","uc.116",0.0294239624462628,-0.723506517340547,8.61180177666705,-0.0840133732874376,0.933045799014856,NA,"intergenic"
"96","uc.117",0.067631602803559,-1.17884227577268,4.08292886618939,-0.288724666631995,0.772792084974998,NA,"intergenic"
"97","uc.118",0.0769749350658284,-1.68966851160373,3.54180317166996,-0.477064486564071,0.633316202331286,NA,"intergenic"
"98","uc.123",0.0601906960327899,-0.0247301800472373,4.40981353814489,-0.00560798769229611,0.995525496656658,NA,"intergenic"
"99","uc.124",0.0547109438323109,-0.0595385304107671,6.37797789025073,-0.00933501674594651,0.992551842438955,NA,"intergenic"
"100","uc.125",0.062192416568684,0.0274141297910875,4.42408958811696,0.00619655846588674,0.995055893310065,NA,"intergenic"
"101","uc.126",0.0272174754279981,-0.111691538864915,6.72726161345624,-0.0166028237465157,0.986753471845594,NA,"intergenic"
"102","uc.127",5.02037055648908,4.61470000267283,1.4737330622798,3.13129977252061,0.00174034414987451,0.00747556918923369,"intergenic"
"103","uc.128",4.0790787844099,4.32314930981098,1.77368367673538,2.43738461740151,0.0147939346508104,0.0440323409291837,"intergenic"
"104","uc.130",0.0812917856834624,0.0100443339852613,3.77438821250112,0.00266118200348167,0.997876686472114,NA,"intergenic"
"105","uc.140",0.454665168290063,1.1829233412706,1.30208983204344,0.90848059186068,0.36362436320818,NA,"intergenic"
"106","uc.145",0.17594956634626,0.323667051762005,1.99549350274847,0.162199000556106,0.871149146819444,NA,"intergenic"
"107","uc.146",0.00950981117794189,-0.181274014839831,8.61180177666705,-0.0210494876148889,0.983206178998728,NA,"intergenic"
"108","uc.152",0.0817579723052356,-0.0421101682167027,4.32775808997823,-0.00973025001425496,0.992236506246107,NA,"intergenic"
"109","uc.156",0.49903286095725,1.28411398015291,1.39233699578965,0.922272398159354,0.356386507654722,0.503999516405977,"intergenic"
"110","uc.157",0.927926910359126,2.1351572138944,1.27525972417813,1.67429204687732,0.0940732167865905,0.189147212475166,"intergenic"
"111","uc.158",0.62365137725287,0.878770964472814,1.27559715934798,0.688909471170349,0.490880238869021,0.633285768916348,"intergenic"
"112","uc.159",1.64842277012326,1.79117139772014,1.35636422802607,1.3205681488127,0.186645398944923,0.320690730914459,"intergenic"
"113","uc.160",0.47148373055114,0.664913573004452,1.13061818257275,0.58809736412643,0.556466942274883,0.68286228313723,"intergenic"
"114","uc.162",0.628941372241957,1.0266195691477,1.56428065510595,0.656288605114894,0.511638447825558,0.647896774076382,"intergenic"
"115","uc.163",2.19807654859145,1.6482288349843,1.04909597989617,1.57109441516249,0.116160719665846,0.218451502655173,"intergenic"
"116","uc.164",3.12774597024957,2.23868149975311,1.04769703689744,2.13676417982677,0.0326171769449763,0.0837403678264314,"intergenic"
"117","uc.168",0.11820031047176,0.149104578401194,3.33709784017143,0.0446809130395573,0.964361647690171,NA,"intergenic"
"118","uc.187",2.27972230005805,3.47986986448429,1.20437586592733,2.88935536067463,0.00386032552340009,0.0144475549291607,"intergenic"
"119","uc.191",0.0950439093110993,0.0621991998200426,3.13186310775032,0.0198601272405937,0.984154952718878,NA,"intergenic"
"120","uc.192",0.1318433982723,0.183877244229691,2.6861478554766,0.0684538804722892,0.945424331962986,NA,"intergenic"
"121","uc.197",10.0864431049012,-0.224012657829574,0.80926682280059,-0.27680939279624,0.78192646848502,0.874462145228809,"intergenic"
"122","uc.198",7.80459044518674,-0.541693625334751,0.756698754752758,-0.715864301259149,0.474075143342066,0.617352291838834,"intergenic"
"123","uc.199",6.92857669723606,0.714314304478453,0.883716879353161,0.808306733940961,0.418914026965379,0.563521360117129,"intergenic"
"124","uc.200",0.891042965313724,1.01594828909527,1.14564860845092,0.886788742727124,0.375192649512878,0.52135461856051,"intergenic"
"125","uc.201",0.264395038829225,0.607989139140643,2.24503511089794,0.270814980215373,0.786533337733495,NA,"intergenic"
"126","uc.204",1.49408504447383,2.81080143406295,1.0860855582571,2.58801105741025,0.00965318818974584,0.0304075427976994,"intergenic"
"127","uc.205",0.246138384429854,0.464462104743594,2.33640936613133,0.198793118824318,0.842424578949874,NA,"intergenic"
"128","uc.206",0.218774002485907,0.531940765375566,2.21386286125734,0.240277198142912,0.810115370543412,NA,"intergenic"
"129","uc.210",2.39318022038429,2.3890451023955,1.36605147307398,1.74886902103294,0.0803136626066329,0.168658691473929,"intergenic"
"130","uc.214",0.348168225196746,0.806753444184079,1.87902328901817,0.429347229967344,0.667670550483068,NA,"intergenic"
"131","uc.228",0.0797999330893693,-0.00734747794928959,4.34856732363425,-0.0016896318724,0.998651869457025,NA,"intergenic"
"132","uc.229",0.0108296944287475,-0.181274014839831,8.61180177666705,-0.0210494876148889,0.983206178998728,NA,"intergenic"
"133","uc.234",2.48141133749221,3.03922510884636,1.35361337659976,2.24526822901294,0.0247509183369241,0.0663535257543071,"intergenic"
"134","uc.236",0.482259591891032,-1.59991299393558,1.06054399324624,-1.50857767723372,0.131406742336667,0.244688416764828,"intergenic"
"135","uc.241",0.364990642313841,-1.19556129012727,2.47089543307485,-0.483857501261993,0.628487003313687,NA,"intergenic"
"136","uc.242",0.0229556314364078,-0.146512857473758,8.61180177666705,-0.0170130317990739,0.98642621940476,NA,"intergenic"
"137","uc.244",0.080765535706051,0.0274296962151236,3.5440629241087,0.00773961885059418,0.99382473926411,NA,"intergenic"
"138","uc.247",0.0952825551980698,0.11433751336402,3.57032647303705,0.0320243860687508,0.97445260359803,NA,"intergenic"
"139","uc.248",0.0510899369528062,-0.0769038928508034,5.76295668277457,-0.0133445203710568,0.989352929223912,NA,"intergenic"
"140","uc.249",0.122044317151651,0.201254681956382,3.00230077132112,0.0670334844126302,0.946555046434274,NA,"intergenic"
"141","uc.254",0.206204806883554,-1.97393143255826,2.24271683368722,-0.88015187780659,0.378777038599879,NA,"intergenic"
"142","uc.259",0.253215765345464,0.69264099500049,1.85359202182635,0.373674997973949,0.708646128727245,NA,"intergenic"
"143","uc.260",0.204079141988963,0.359298443190718,2.91015950457438,0.123463488041102,0.901740085363212,NA,"intergenic"
"144","uc.261",0.203592337946855,0.305657032861143,1.91370283904947,0.159720217070359,0.873101474435545,NA,"intergenic"
"145","uc.262",0.0288733327650465,-0.111690586924045,6.69317725736569,-0.0166872297907742,0.986686134894792,NA,"intergenic"
"146","uc.468",0.462703686738405,0.512338254485436,1.42348350828334,0.359918644300483,0.718907973972608,NA,"intergenic"
"147","uc.469",0.289209227047476,0.0161660565051871,1.7999387882056,0.00898144793096182,0.992833937705776,NA,"intergenic"
"148","uc.470",0.0619630359130464,-0.00734278381856109,4.09412389968851,-0.00179349330857323,0.99856900014635,NA,"intergenic"
"149","uc.476",0.0269855041154719,-0.12909891964269,7.61574966169152,-0.0169515708075436,0.98647525111014,NA,"intergenic"
"150","uc.482",0.179486147199239,-0.375806882664489,2.01955406818661,-0.186084090831958,0.852378817692807,NA,"intergenic"
