"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,443,9.22070296351121e-61
"GO:0044424","intracellular part","CC",15063,1111,7.90581534566772e-51
"GO:0005622","intracellular","CC",15073,1111,1.35823630510273e-50
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,920,2.57660131223577e-44
"GO:0044446","intracellular organelle part","CC",9811,823,1.99068597348608e-43
"GO:0044422","organelle part","CC",10112,838,1.55798283829012e-42
"GO:0043229","intracellular organelle","CC",13294,1009,4.66586898709607e-42
"GO:0044428","nuclear part","CC",5023,507,2.48187963559994e-40
"GO:0031981","nuclear lumen","CC",4594,476,3.26574489517152e-40
"GO:0043226","organelle","CC",14144,1044,3.94546757528057e-39
"GO:0005634","nucleus","CC",7932,691,3.49901308558895e-37
"GO:0043227","membrane-bounded organelle","CC",13019,981,1.2792227025269e-36
"GO:0070013","intracellular organelle lumen","CC",5740,532,0.0000000000000000000000000000000464318579933245
"GO:0031974","membrane-enclosed lumen","CC",5740,532,0.0000000000000000000000000000000464318579933245
"GO:0043233","organelle lumen","CC",5740,532,0.0000000000000000000000000000000464318579933245
"GO:0044451","nucleoplasm part","CC",1126,171,0.00000000000000000000000000000215687450007614
