"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,1281,1.38972088196461e-169
"GO:0005654","nucleoplasm","CC",3512,792,3.61089896937746e-165
"GO:0044428","nuclear part","CC",5023,940,8.06035161258816e-145
"GO:0031981","nuclear lumen","CC",4594,880,1.16825534810494e-138
"GO:0044424","intracellular part","CC",15063,1723,2.78829703150229e-109
"GO:0005622","intracellular","CC",15073,1723,7.34337202220187e-109
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1471,6.82751938378573e-107
"GO:0070013","intracellular organelle lumen","CC",5740,936,1.76681738897441e-102
"GO:0031974","membrane-enclosed lumen","CC",5740,936,1.76681738897441e-102
"GO:0043233","organelle lumen","CC",5740,936,1.76681738897441e-102
"GO:0043229","intracellular organelle","CC",13294,1596,8.83364916626814e-102
