"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,193,0.00000000247610225395059
"GO:0005622","intracellular","CC",15073,193,0.00000000270744177848487
"GO:0043227","membrane-bounded organelle","CC",13019,173,0.0000000443818336449034
"GO:0043226","organelle","CC",14144,182,0.0000000947834740262024
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,157,0.000000184923890597069
"GO:0043229","intracellular organelle","CC",13294,173,0.000000362969429572092
"GO:0005829","cytosol","CC",5085,84,0.00000249338914683051
"GO:0044444","cytoplasmic part","CC",9735,134,0.00000808138377658749
"GO:0005737","cytoplasm","CC",11625,153,0.0000083439922046393
"GO:0044464","cell part","CC",17521,202,0.0000793261020137992
