"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,985,2.6257335208055e-49
"GO:0005622","intracellular","CC",15073,985,4.30531397370914e-49
"GO:0005654","nucleoplasm","CC",3512,368,1.43844883599972e-43
"GO:0043229","intracellular organelle","CC",13294,902,2.134008434177e-43
"GO:0044446","intracellular organelle part","CC",9811,725,1.11810773275514e-38
"GO:0043226","organelle","CC",14144,925,1.71598129353457e-37
"GO:0044422","organelle part","CC",10112,736,4.11294569951194e-37
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,789,0.000000000000000000000000000000089680697369055
"GO:0005634","nucleus","CC",7932,602,0.000000000000000000000000000000635861142945711
"GO:0031981","nuclear lumen","CC",4594,406,0.000000000000000000000000000000654115582493341
"GO:0044428","nuclear part","CC",5023,429,0.0000000000000000000000000000110295816699293
"GO:0005829","cytosol","CC",5085,426,0.00000000000000000000000000166732183394994
"GO:0070013","intracellular organelle lumen","CC",5740,459,0.000000000000000000000000148296501570189
"GO:0031974","membrane-enclosed lumen","CC",5740,459,0.000000000000000000000000148296501570189
