"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,2083,2.9780857891501e-205
"GO:0005654","nucleoplasm","CC",3512,1217,4.2062742267375e-198
"GO:0044428","nuclear part","CC",5023,1461,1.77883319038389e-161
"GO:0031981","nuclear lumen","CC",4594,1371,3.46518487628003e-159
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,2530,1.16451158256078e-150
"GO:0044424","intracellular part","CC",15063,2993,3.10841130329386e-144
"GO:0005622","intracellular","CC",15073,2994,3.97893572351131e-144
"GO:0043229","intracellular organelle","CC",13294,2769,4.73863003106166e-144
"GO:0043226","organelle","CC",14144,2831,1.46781268390044e-119
"GO:0070013","intracellular organelle lumen","CC",5740,1500,1.17146910142543e-118
