"","Term","Ont","N","DE","P.DE"
"GO:0005622","intracellular","CC",15073,251,0.000000000000282028086831578
"GO:0044424","intracellular part","CC",15063,250,0.000000000000892325244313037
"GO:0005654","nucleoplasm","CC",3512,95,0.00000000000231614266494944
"GO:0005737","cytoplasm","CC",11625,210,0.0000000000121332700931813
"GO:0044444","cytoplasmic part","CC",9735,183,0.000000000185039493938077
"GO:0005829","cytosol","CC",5085,115,0.00000000048970719915974
"GO:0070013","intracellular organelle lumen","CC",5740,123,0.00000000259666284039635
"GO:0031974","membrane-enclosed lumen","CC",5740,123,0.00000000259666284039635
"GO:0043233","organelle lumen","CC",5740,123,0.00000000259666284039635
"GO:0044428","nuclear part","CC",5023,111,0.00000000511355995972969
"GO:0031981","nuclear lumen","CC",4594,103,0.0000000126441461092143
"GO:0044422","organelle part","CC",10112,182,0.0000000160564818289729
"GO:0044446","intracellular organelle part","CC",9811,177,0.0000000333593994082029
"GO:0044451","nucleoplasm part","CC",1126,38,0.000000171864463790203
"GO:0043226","organelle","CC",14144,228,0.000000176882762905134
"GO:0043229","intracellular organelle","CC",13294,218,0.000000198323480165374
