"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,375,3.87984913136755e-64
"GO:0044424","intracellular part","CC",15063,887,1.40117546410573e-62
"GO:0005622","intracellular","CC",15073,887,2.31788144465237e-62
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,763,6.9061075438596e-61
"GO:0043229","intracellular organelle","CC",13294,827,1.31449747834311e-59
"GO:0044446","intracellular organelle part","CC",9811,681,2.33518314713694e-54
"GO:0044428","nuclear part","CC",5023,439,2.04081674800804e-51
"GO:0044422","organelle part","CC",10112,684,9.90550117952581e-50
"GO:0043226","organelle","CC",14144,839,1.31376891909683e-49
"GO:0031981","nuclear lumen","CC",4594,410,2.93634122587193e-49
"GO:0043227","membrane-bounded organelle","CC",13019,798,8.16706574936644e-49
"GO:0005634","nucleus","CC",7932,580,1.52791340764081e-47
"GO:0044451","nucleoplasm part","CC",1126,170,4.32767140782696e-45
"GO:0070013","intracellular organelle lumen","CC",5740,462,1.94982841902558e-44
