"","Term","Ont","N","DE","P.DE"
"GO:0045202","synapse","CC",1171,85,0.000000000000000000107299902194926
"GO:0097458","neuron part","CC",1729,104,0.00000000000000000411891570437074
"GO:0044456","synapse part","CC",938,67,0.0000000000000029516663589508
"GO:0071944","cell periphery","CC",5756,220,0.000000000000018515668926119
"GO:0044459","plasma membrane part","CC",2985,137,0.0000000000000522117587814976
"GO:0005886","plasma membrane","CC",5637,214,0.000000000000126526636835478
"GO:0044425","membrane part","CC",6939,249,0.000000000000142262252036663
"GO:0036477","somatodendritic compartment","CC",843,57,0.00000000000398974631385514
"GO:0098794","postsynapse","CC",613,47,0.00000000000488398036171882
"GO:0014069","postsynaptic density","CC",324,33,0.00000000000512850894079589
"GO:0032279","asymmetric synapse","CC",328,33,0.00000000000717348907209037
