"","Term","Ont","N","DE","P.DE"
"GO:0043227","membrane-bounded organelle","CC",13019,370,0.000000000000000000000212118078835014
"GO:0044424","intracellular part","CC",15063,402,0.000000000000000000000475610030551792
"GO:0005622","intracellular","CC",15073,402,0.000000000000000000000582503499959878
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,339,0.00000000000000000000763535972792754
"GO:0043226","organelle","CC",14144,384,0.0000000000000000000539885400398248
"GO:0005654","nucleoplasm","CC",3512,153,0.000000000000000000116373732550394
"GO:0043229","intracellular organelle","CC",13294,369,0.000000000000000000121501022563071
"GO:1902494","catalytic complex","CC",1370,83,0.00000000000000000377463807156684
"GO:0005737","cytoplasm","CC",11625,334,0.0000000000000000107800833446882
"GO:0044451","nucleoplasm part","CC",1126,71,0.000000000000000192884198437801
"GO:0044446","intracellular organelle part","CC",9811,293,0.000000000000000632278485559854
"GO:0032991","protein-containing complex","CC",6151,211,0.000000000000000837528863951878
"GO:0044422","organelle part","CC",10112,298,0.0000000000000016808086969215
"GO:1990234","transferase complex","CC",779,55,0.00000000000000687016587058181
