"","Term","Ont","N","DE","P.DE"
"GO:0044428","nuclear part","CC",5023,31,0.00000000224081623839638
"GO:0005654","nucleoplasm","CC",3512,26,0.00000000331815681828969
"GO:1990234","transferase complex","CC",779,12,0.000000128750749800903
"GO:0044451","nucleoplasm part","CC",1126,14,0.000000131158791588393
"GO:0005634","nucleus","CC",7932,36,0.000000137920077996516
"GO:0031981","nuclear lumen","CC",4594,27,0.000000216290952679036
"GO:0043229","intracellular organelle","CC",13294,45,0.000000497740815398664
"GO:0044446","intracellular organelle part","CC",9811,39,0.000000684493891324318
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,42,0.000000800913293720098
"GO:0044422","organelle part","CC",10112,39,0.00000179600287559233
"GO:0000151","ubiquitin ligase complex","CC",282,7,0.00000341188936886946
"GO:0043226","organelle","CC",14144,45,0.00000642876599364796
"GO:0032991","protein-containing complex","CC",6151,29,0.00000674889454833397
"GO:1902494","catalytic complex","CC",1370,13,0.00000832111507798271
"GO:0044424","intracellular part","CC",15063,46,0.00000928666969674597
"GO:0005622","intracellular","CC",15073,46,0.00000955867146614777
