"","Term","Ont","N","DE","P.DE"
"GO:0005829","cytosol","CC",5085,63,0.0000000000254609344912348
"GO:0044424","intracellular part","CC",15063,112,0.00000000133614910774777
"GO:0005622","intracellular","CC",15073,112,0.00000000142436535912234
"GO:0005737","cytoplasm","CC",11625,97,0.00000000367451575853927
"GO:0043226","organelle","CC",14144,107,0.0000000172617539168869
"GO:0044444","cytoplasmic part","CC",9735,86,0.0000000177208005758661
"GO:0043229","intracellular organelle","CC",13294,102,0.000000111334112418843
"GO:0044446","intracellular organelle part","CC",9811,83,0.000000609242812672526
"GO:0044422","organelle part","CC",10112,84,0.00000113268091607444
"GO:0031410","cytoplasmic vesicle","CC",2314,32,0.00000164590852813627
"GO:0097708","intracellular vesicle","CC",2317,32,0.00000169297799940336
"GO:0015630","microtubule cytoskeleton","CC",1192,21,0.00000409383392844314
