"","Term","Ont","N","DE","P.DE"
"GO:0071944","cell periphery","CC",5756,435,0.0000000000000000000000000151907671344212
"GO:0005886","plasma membrane","CC",5637,426,0.0000000000000000000000000864373656232371
"GO:0097458","neuron part","CC",1729,185,0.000000000000000000000000313509325014248
"GO:0045202","synapse","CC",1171,134,0.0000000000000000000101039796193077
"GO:0097060","synaptic membrane","CC",432,71,0.000000000000000000149485406549473
"GO:0044459","plasma membrane part","CC",2985,251,0.000000000000000000241260963293537
"GO:0036477","somatodendritic compartment","CC",843,105,0.000000000000000000580663797783188
"GO:0043005","neuron projection","CC",1312,140,0.000000000000000000688040276899014
"GO:0044456","synapse part","CC",938,112,0.000000000000000000902495313076604
"GO:0044425","membrane part","CC",6939,470,0.000000000000000001508032149685
"GO:0042995","cell projection","CC",2178,197,0.00000000000000000279289789194127
