"","Term","Ont","N","DE","P.DE"
"GO:0097458","neuron part","CC",1729,126,2.59784658498201e-46
"GO:0044456","synapse part","CC",938,90,1.92497190006014e-41
"GO:0043005","neuron projection","CC",1312,102,4.48487201261882e-39
"GO:0045202","synapse","CC",1171,96,1.58734660151122e-38
"GO:0036477","somatodendritic compartment","CC",843,73,0.00000000000000000000000000000201947567212796
"GO:0030424","axon","CC",606,62,0.00000000000000000000000000000886527059338313
"GO:0098793","presynapse","CC",491,56,0.0000000000000000000000000000253455245130672
"GO:0042995","cell projection","CC",2178,116,0.0000000000000000000000000000336641490519597
"GO:0120025","plasma membrane bounded cell projection","CC",2103,113,0.000000000000000000000000000109080792776769
"GO:0097060","synaptic membrane","CC",432,52,0.000000000000000000000000000222067645357352
"GO:0098794","postsynapse","CC",613,58,0.0000000000000000000000000440788940349234
