"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,542,1.43998183837978e-87
"GO:0044424","intracellular part","CC",15063,1294,4.76378578416174e-71
"GO:0005622","intracellular","CC",15073,1294,9.40743584092809e-71
"GO:0005634","nucleus","CC",7932,856,7.0531513684919e-67
"GO:0043229","intracellular organelle","CC",13294,1195,2.51569580717789e-66
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1089,9.84369470443381e-66
"GO:0031981","nuclear lumen","CC",4594,585,4.11105467831969e-62
"GO:0044428","nuclear part","CC",5023,619,2.43651289873717e-61
"GO:0044451","nucleoplasm part","CC",1126,240,6.9634898754066e-60
"GO:0043227","membrane-bounded organelle","CC",13019,1162,6.56229451607079e-58
"GO:0043226","organelle","CC",14144,1222,7.52305778486118e-57
"GO:0044446","intracellular organelle part","CC",9811,938,3.02530702033981e-48
"GO:0070013","intracellular organelle lumen","CC",5740,638,1.91461283002565e-46
