"","Term","Ont","N","DE","P.DE"
"GO:0044441","ciliary part","CC",462,33,0.0000000000000000000886771886482139
"GO:0005929","cilium","CC",611,34,0.000000000000000051783761229634
"GO:0005930","axoneme","CC",123,17,0.00000000000000221350258859747
"GO:0097014","ciliary plasm","CC",124,17,0.00000000000000254430809004513
"GO:0032838","plasma membrane bounded cell projection cytoplasm","CC",208,18,0.00000000000125492891685042
"GO:0005856","cytoskeleton","CC",2197,54,0.0000000000205280092195108
"GO:0044430","cytoskeletal part","CC",1688,46,0.000000000032633694969028
"GO:0044463","cell projection part","CC",1467,42,0.0000000000626186110102097
"GO:0120038","plasma membrane bounded cell projection part","CC",1467,42,0.0000000000626186110102097
"GO:0015630","microtubule cytoskeleton","CC",1192,37,0.000000000114151384947911
"GO:0035869","ciliary transition zone","CC",66,10,0.000000000581515081726006
"GO:0030990","intraciliary transport particle","CC",27,7,0.00000000446932219439548
