"","Term","Ont","N","DE","P.DE"
"GO:0005622","intracellular","CC",15073,1553,2.18985007736099e-68
"GO:0044424","intracellular part","CC",15063,1552,3.50492205458616e-68
"GO:0043229","intracellular organelle","CC",13294,1429,3.43448489697621e-65
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1289,4.48976179472496e-62
"GO:0043226","organelle","CC",14144,1475,1.12472207758072e-59
"GO:0005654","nucleoplasm","CC",3512,557,3.04726027901292e-58
"GO:0043227","membrane-bounded organelle","CC",13019,1393,3.36287056938437e-58
"GO:0044446","intracellular organelle part","CC",9811,1137,3.2967003861491e-55
"GO:0044422","organelle part","CC",10112,1151,1.56586837383852e-51
"GO:1902494","catalytic complex","CC",1370,284,2.85044415206736e-49
"GO:0005634","nucleus","CC",7932,938,1.15874114853999e-42
"GO:0031981","nuclear lumen","CC",4594,621,6.78078019882929e-41
"GO:0044428","nuclear part","CC",5023,663,7.74105273720443e-41
"GO:0070013","intracellular organelle lumen","CC",5740,723,3.58821395741198e-38
"GO:0031974","membrane-enclosed lumen","CC",5740,723,3.58821395741198e-38
"GO:0043233","organelle lumen","CC",5740,723,3.58821395741198e-38
