"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,95,0.00000000000469578927467702
"GO:0005654","nucleoplasm","CC",3512,58,0.0000000000148050622925063
"GO:0031981","nuclear lumen","CC",4594,65,0.000000000403953770229589
"GO:0044428","nuclear part","CC",5023,67,0.00000000238531304672841
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,112,0.00000000453438880542157
"GO:1902494","catalytic complex","CC",1370,30,0.0000000121619707152384
"GO:0044424","intracellular part","CC",15063,130,0.0000000168108519313849
"GO:0005622","intracellular","CC",15073,130,0.000000017976510579153
"GO:0043229","intracellular organelle","CC",13294,120,0.0000000606819142412372
"GO:1990234","transferase complex","CC",779,21,0.0000000872012134536457
"GO:0070013","intracellular organelle lumen","CC",5740,68,0.00000026166985620144
"GO:0031974","membrane-enclosed lumen","CC",5740,68,0.00000026166985620144
"GO:0043233","organelle lumen","CC",5740,68,0.00000026166985620144
