"","Term","Ont","N","DE","P.DE"
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,939,1.37940896960935e-37
"GO:0043229","intracellular organelle","CC",13294,1039,3.20327239101514e-37
"GO:0044424","intracellular part","CC",15063,1129,9.90152753453513e-37
"GO:0005622","intracellular","CC",15073,1129,1.59831260957736e-36
"GO:0005654","nucleoplasm","CC",3512,397,9.47860856157937e-36
"GO:0043226","organelle","CC",14144,1075,0.00000000000000000000000000000000078622632642165
"GO:0044391","ribosomal subunit","CC",190,66,0.0000000000000000000000000000000689967749147925
"GO:0043227","membrane-bounded organelle","CC",13019,1008,0.000000000000000000000000000000128950532322312
"GO:0005634","nucleus","CC",7932,682,0.0000000000000000000000000143708616636112
"GO:0005840","ribosome","CC",272,72,0.0000000000000000000000000270814956681157
"GO:0015934","large ribosomal subunit","CC",121,47,0.000000000000000000000000163483686921383
