"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,401,3.25995720086238e-37
"GO:0043229","intracellular organelle","CC",13294,1038,7.51035373532977e-37
"GO:0044424","intracellular part","CC",15063,1128,2.61824061456041e-36
"GO:0005622","intracellular","CC",15073,1128,4.21540964330393e-36
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,934,6.73838692718296e-36
"GO:0043226","organelle","CC",14144,1075,0.00000000000000000000000000000000078622632642165
"GO:0043227","membrane-bounded organelle","CC",13019,1004,0.00000000000000000000000000000262877458377709
"GO:0044391","ribosomal subunit","CC",190,63,0.0000000000000000000000000000360198971103663
"GO:0022626","cytosolic ribosome","CC",112,46,0.0000000000000000000000000305714497979947
"GO:0005634","nucleus","CC",7932,678,0.000000000000000000000000165899080876869
