"","Term","Ont","N","DE","P.DE"
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,2133,2.7327642839793e-135
"GO:0044424","intracellular part","CC",15063,2506,8.14783710849956e-127
"GO:0005622","intracellular","CC",15073,2506,3.08137576483404e-126
"GO:0043229","intracellular organelle","CC",13294,2310,3.79130774392881e-120
"GO:0005634","nucleus","CC",7932,1605,1.41079281675592e-108
"GO:0043227","membrane-bounded organelle","CC",13019,2228,8.98109692690155e-97
"GO:0043226","organelle","CC",14144,2351,2.50834873349764e-95
"GO:0005654","nucleoplasm","CC",3512,882,1.15364888587996e-94
"GO:0044446","intracellular organelle part","CC",9811,1797,2.36666871888625e-84
"GO:0070013","intracellular organelle lumen","CC",5740,1216,8.76381441854158e-84
"GO:0031974","membrane-enclosed lumen","CC",5740,1216,8.76381441854158e-84
"GO:0043233","organelle lumen","CC",5740,1216,8.76381441854158e-84
"GO:0044428","nuclear part","CC",5023,1103,2.74157325638967e-83
