"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,1094,8.58181762022323e-93
"GO:0005634","nucleus","CC",7932,1986,1.18086592644036e-84
"GO:0044424","intracellular part","CC",15063,3210,1.14181719700023e-82
"GO:0005622","intracellular","CC",15073,3211,1.79579979374879e-82
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,2609,7.52684339639892e-77
"GO:0043229","intracellular organelle","CC",13294,2909,3.13819329425737e-75
"GO:0043227","membrane-bounded organelle","CC",13019,2854,3.30871786653136e-72
"GO:0043226","organelle","CC",14144,3030,9.11510517711709e-70
"GO:0044428","nuclear part","CC",5023,1329,5.13810307373465e-62
"GO:0031981","nuclear lumen","CC",4594,1237,2.57558966357037e-61
"GO:0044446","intracellular organelle part","CC",9811,2225,9.49316298575375e-54
