"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,394,2.363447859505e-54
"GO:0044428","nuclear part","CC",5023,482,2.1927837272546e-48
"GO:0031981","nuclear lumen","CC",4594,447,2.30680916952521e-45
"GO:0005634","nucleus","CC",7932,645,1.35153242091946e-44
"GO:0005622","intracellular","CC",15073,981,3.12372425379268e-43
"GO:0044424","intracellular part","CC",15063,980,6.54522289316107e-43
"GO:0070013","intracellular organelle lumen","CC",5740,506,2.81242325788991e-40
"GO:0031974","membrane-enclosed lumen","CC",5740,506,2.81242325788991e-40
"GO:0043233","organelle lumen","CC",5740,506,2.81242325788991e-40
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,812,3.61916230608972e-38
"GO:0044446","intracellular organelle part","CC",9811,724,1.07274694914338e-36
"GO:0043229","intracellular organelle","CC",13294,888,5.22159810322304e-35
