"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,323,6.99104044551043e-45
"GO:0044451","nucleoplasm part","CC",1126,148,6.11635183547842e-35
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,671,0.000000000000000000000000000000000170406861175517
"GO:0044428","nuclear part","CC",5023,378,0.00000000000000000000000000000000217261389800761
"GO:0031981","nuclear lumen","CC",4594,354,0.00000000000000000000000000000000938049212738777
"GO:0043229","intracellular organelle","CC",13294,729,0.00000000000000000000000000000183645797622474
"GO:0005634","nucleus","CC",7932,509,0.00000000000000000000000000000361745226322053
"GO:0044424","intracellular part","CC",15063,788,0.0000000000000000000000000000193470164515214
"GO:0005622","intracellular","CC",15073,788,0.0000000000000000000000000000274134238770626
"GO:0070013","intracellular organelle lumen","CC",5740,399,0.000000000000000000000000000547614608459692
"GO:0031974","membrane-enclosed lumen","CC",5740,399,0.000000000000000000000000000547614608459692
"GO:0043233","organelle lumen","CC",5740,399,0.000000000000000000000000000547614608459692
"GO:0044446","intracellular organelle part","CC",9811,582,0.00000000000000000000000000454618721100832
