"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,371,1.12412121865763e-66
"GO:0005634","nucleus","CC",7932,595,6.94970112678323e-62
"GO:0044428","nuclear part","CC",5023,430,2.33769456082533e-52
"GO:0031981","nuclear lumen","CC",4594,402,2.88328862421724e-50
"GO:0044451","nucleoplasm part","CC",1126,170,3.25733753684925e-47
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,714,4.28642290525808e-47
"GO:0043229","intracellular organelle","CC",13294,780,7.39666311192997e-47
"GO:0044424","intracellular part","CC",15063,832,1.74967510347643e-43
"GO:0005622","intracellular","CC",15073,832,2.66831781268753e-43
"GO:0043226","organelle","CC",14144,798,4.59102265787031e-41
