"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,569,1.57324960590148e-128
"GO:0044428","nuclear part","CC",5023,662,3.17679517490013e-109
"GO:0031981","nuclear lumen","CC",4594,626,1.03656336572612e-107
"GO:0005634","nucleus","CC",7932,860,3.12512566292255e-107
"GO:0044424","intracellular part","CC",15063,1184,3.85652426834923e-85
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1023,5.18699916252378e-85
"GO:0005622","intracellular","CC",15073,1184,7.63696873124922e-85
"GO:0070013","intracellular organelle lumen","CC",5740,670,9.4982500999083e-85
"GO:0031974","membrane-enclosed lumen","CC",5740,670,9.4982500999083e-85
"GO:0043233","organelle lumen","CC",5740,670,9.4982500999083e-85
"GO:0043229","intracellular organelle","CC",13294,1108,2.04221051908228e-83
"GO:0005694","chromosome","CC",1075,245,6.8248314837629e-78
"GO:0044446","intracellular organelle part","CC",9811,913,1.76837238740721e-75
"GO:0043226","organelle","CC",14144,1124,9.71232302196731e-70
"GO:0044422","organelle part","CC",10112,915,3.60161929556684e-68
"GO:0043227","membrane-bounded organelle","CC",13019,1068,1.26299779982036e-67
