"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,18,0.00000117156692618947
"GO:0044428","nuclear part","CC",5023,21,0.00000216862537829216
"GO:0005634","nucleus","CC",7932,26,0.00000312265837760218
"GO:0031981","nuclear lumen","CC",4594,19,0.0000131820275846286
"GO:0044424","intracellular part","CC",15063,33,0.000038686288634638
"GO:0005622","intracellular","CC",15073,33,0.0000395438129097486
"GO:0070531","BRCA1-A complex","CC",7,2,0.0000525670910716179
"GO:0043227","membrane-bounded organelle","CC",13019,31,0.0000608480206203468
"GO:0043226","organelle","CC",14144,32,0.0000765580629414732
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,29,0.0000930048328280884
"GO:0043229","intracellular organelle","CC",13294,31,0.000108697459698259
"GO:1990234","transferase complex","CC",779,7,0.000201110982093743
