"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,977,2.13736474183353e-58
"GO:0005622","intracellular","CC",15073,977,3.61032383305109e-58
"GO:0043229","intracellular organelle","CC",13294,910,1.59445542154515e-57
"GO:0044391","ribosomal subunit","CC",190,81,1.43152867408601e-53
"GO:0044446","intracellular organelle part","CC",9811,745,6.11757563749905e-53
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,821,1.47721505039687e-51
"GO:0043226","organelle","CC",14144,929,1.02759070659462e-49
"GO:0005654","nucleoplasm","CC",3512,375,1.31968054684657e-49
"GO:0005840","ribosome","CC",272,91,2.38144793821356e-49
"GO:0044422","organelle part","CC",10112,751,3.44957898830352e-49
"GO:0022626","cytosolic ribosome","CC",112,60,2.41649631045719e-47
