"","Term","Ont","N","DE","P.DE"
"GO:0005634","nucleus","CC",7932,254,1.12078042233491e-41
"GO:0044428","nuclear part","CC",5023,197,9.93745982548766e-40
"GO:0031981","nuclear lumen","CC",4594,186,1.53712179839697e-38
"GO:0070013","intracellular organelle lumen","CC",5740,206,2.69145822644652e-36
"GO:0031974","membrane-enclosed lumen","CC",5740,206,2.69145822644652e-36
"GO:0043233","organelle lumen","CC",5740,206,2.69145822644652e-36
"GO:0005654","nucleoplasm","CC",3512,154,0.000000000000000000000000000000000626910629788867
"GO:0043232","intracellular non-membrane-bounded organelle","CC",4784,181,0.00000000000000000000000000000000505881657437326
"GO:0005694","chromosome","CC",1075,83,0.00000000000000000000000000000000571617886406688
"GO:0043228","non-membrane-bounded organelle","CC",4793,181,0.00000000000000000000000000000000653109452622204
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,292,0.0000000000000000000000000000000342459070387795
"GO:0043229","intracellular organelle","CC",13294,312,0.00000000000000000000000000000075058244767103
"GO:0044446","intracellular organelle part","CC",9811,262,0.000000000000000000000000000278364196590374
"GO:0044427","chromosomal part","CC",951,72,0.000000000000000000000000000664090164953707
"GO:0044424","intracellular part","CC",15063,326,0.00000000000000000000000000190139962952672
"GO:0005622","intracellular","CC",15073,326,0.00000000000000000000000000230240131149714
"GO:0044422","organelle part","CC",10112,262,0.0000000000000000000000000899507549211012
"GO:0043227","membrane-bounded organelle","CC",13019,300,0.000000000000000000000000955599232860552
"GO:0043226","organelle","CC",14144,313,0.00000000000000000000000127261774576212
