"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,109,0.000000000000000000000015300248279815
"GO:0031981","nuclear lumen","CC",4594,124,0.000000000000000000000436939859404298
"GO:0044428","nuclear part","CC",5023,130,0.00000000000000000000081877686537949
"GO:0005634","nucleus","CC",7932,169,0.0000000000000000000010327297099567
"GO:0070013","intracellular organelle lumen","CC",5740,139,0.0000000000000000000045953037388182
"GO:0031974","membrane-enclosed lumen","CC",5740,139,0.0000000000000000000045953037388182
"GO:0043233","organelle lumen","CC",5740,139,0.0000000000000000000045953037388182
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,206,0.0000000000000000000138043684362424
"GO:0043229","intracellular organelle","CC",13294,220,0.000000000000000000568185027030753
"GO:0044451","nucleoplasm part","CC",1126,51,0.000000000000000125044284867062
"GO:0043227","membrane-bounded organelle","CC",13019,213,0.000000000000000367499012149146
