"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,3807,2.38848125374926e-182
"GO:0005622","intracellular","CC",15073,3808,4.92772403778108e-182
"GO:0043229","intracellular organelle","CC",13294,3483,1.66445196293534e-165
"GO:0005654","nucleoplasm","CC",3512,1361,5.16387800035887e-164
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,3134,2.81010714472721e-157
"GO:0005634","nucleus","CC",7932,2375,1.92218988808497e-144
"GO:0043226","organelle","CC",14144,3581,1.25579159089951e-142
"GO:0043227","membrane-bounded organelle","CC",13019,3361,4.35254829888501e-133
"GO:0044446","intracellular organelle part","CC",9811,2730,8.29588574357106e-129
"GO:0044428","nuclear part","CC",5023,1642,1.56364903094686e-119
"GO:0044422","organelle part","CC",10112,2761,6.78055789710235e-118
"GO:0031981","nuclear lumen","CC",4594,1532,1.81901218356714e-117
"GO:0070013","intracellular organelle lumen","CC",5740,1749,3.72942086879562e-97
"GO:0031974","membrane-enclosed lumen","CC",5740,1749,3.72942086879562e-97
"GO:0043233","organelle lumen","CC",5740,1749,3.72942086879562e-97
