"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,44,0.000000000984930563983017
"GO:0031981","nuclear lumen","CC",4594,50,0.00000000479452662464415
"GO:0044451","nucleoplasm part","CC",1126,23,0.00000000658360655058894
"GO:0044428","nuclear part","CC",5023,52,0.0000000109598902784933
"GO:0044446","intracellular organelle part","CC",9811,74,0.000000654661126618335
"GO:0005634","nucleus","CC",7932,64,0.00000122717511239576
"GO:0044424","intracellular part","CC",15063,95,0.00000143778447600388
"GO:0005622","intracellular","CC",15073,95,0.0000015102349237877
"GO:0044422","organelle part","CC",10112,74,0.00000277810789749325
"GO:0070013","intracellular organelle lumen","CC",5740,51,0.00000298510536475349
