"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,350,3.91693518514588e-56
"GO:0031981","nuclear lumen","CC",4594,385,2.32112359930461e-43
"GO:0044424","intracellular part","CC",15063,827,5.48129013449165e-43
"GO:0005622","intracellular","CC",15073,827,8.32992380596612e-43
"GO:0044428","nuclear part","CC",5023,405,4.81989381580838e-42
"GO:0043229","intracellular organelle","CC",13294,763,3.24847392073136e-40
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,687,1.0812844544641e-36
"GO:0044451","nucleoplasm part","CC",1126,152,2.31436143286748e-36
"GO:0070013","intracellular organelle lumen","CC",5740,427,5.70311885581138e-36
"GO:0031974","membrane-enclosed lumen","CC",5740,427,5.70311885581138e-36
"GO:0043233","organelle lumen","CC",5740,427,5.70311885581138e-36
"GO:0043226","organelle","CC",14144,782,4.1211211406322e-35
"GO:0005634","nucleus","CC",7932,530,6.64132918019917e-35
"GO:0043227","membrane-bounded organelle","CC",13019,740,0.000000000000000000000000000000000238608032385301
"GO:0044446","intracellular organelle part","CC",9811,609,0.00000000000000000000000000000000277184086712259
"GO:1902494","catalytic complex","CC",1370,162,0.0000000000000000000000000000000861706564035844
