"","Term","Ont","N","DE","P.DE"
"GO:0071944","cell periphery","CC",5756,285,0.0000000000000014056358251538
"GO:0005886","plasma membrane","CC",5637,280,0.00000000000000207324695819898
"GO:0044459","plasma membrane part","CC",2985,168,0.000000000000659126773175088
"GO:0097458","neuron part","CC",1729,112,0.00000000000281866602595283
"GO:0030424","axon","CC",606,56,0.00000000000396614170141873
"GO:0043005","neuron projection","CC",1312,91,0.000000000011762266718556
"GO:0042995","cell projection","CC",2178,129,0.0000000000239473071811594
"GO:0044304","main axon","CC",68,17,0.0000000000510800714814894
"GO:0120025","plasma membrane bounded cell projection","CC",2103,123,0.000000000175555657766431
"GO:0098590","plasma membrane region","CC",1198,82,0.000000000264540158370133
"GO:0036477","somatodendritic compartment","CC",843,64,0.000000000509598518524821
"GO:0044425","membrane part","CC",6939,305,0.000000000570106770476505
"GO:0044463","cell projection part","CC",1467,92,0.00000000178275124027453
"GO:0120038","plasma membrane bounded cell projection part","CC",1467,92,0.00000000178275124027453
