"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,695,9.21409735324511e-39
"GO:0044424","intracellular part","CC",15063,2186,3.80561892058551e-38
"GO:0005622","intracellular","CC",15073,2187,4.06198117348533e-38
"GO:0005634","nucleus","CC",7932,1312,6.30265019895669e-37
"GO:0043226","organelle","CC",14144,2074,1.31688089526983e-35
"GO:0043229","intracellular organelle","CC",13294,1970,0.000000000000000000000000000000000376050430243578
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1724,0.000000000000000000000000000935003772594093
"GO:0043227","membrane-bounded organelle","CC",13019,1907,0.00000000000000000000000000356524324367889
"GO:0044428","nuclear part","CC",5023,865,0.0000000000000000000000000357009014214705
"GO:0031981","nuclear lumen","CC",4594,802,0.000000000000000000000000102453493031098
"GO:0044422","organelle part","CC",10112,1528,0.0000000000000000000000356225169912848
"GO:0044446","intracellular organelle part","CC",9811,1483,0.000000000000000000000558495855745576
