"","Term","Ont","N","DE","P.DE"
"GO:0005737","cytoplasm","CC",11625,102,0.0000000776153854677968
"GO:0098798","mitochondrial protein complex","CC",262,12,0.000000103417638970557
"GO:0005740","mitochondrial envelope","CC",739,19,0.000000190431354221306
"GO:0031975","envelope","CC",1182,23,0.00000121200242994594
"GO:0031967","organelle envelope","CC",1182,23,0.00000121200242994594
"GO:0005743","mitochondrial inner membrane","CC",473,14,0.00000174722597810288
"GO:0031966","mitochondrial membrane","CC",698,17,0.00000186662465174741
"GO:0019866","organelle inner membrane","CC",532,14,0.000006770878779738
"GO:0044429","mitochondrial part","CC",1036,20,0.00000742429236646111
"GO:0044444","cytoplasmic part","CC",9735,86,0.00000837728030107059
"GO:0005747","mitochondrial respiratory chain complex I","CC",50,5,0.0000154549679141915
"GO:0030964","NADH dehydrogenase complex","CC",50,5,0.0000154549679141915
"GO:0045271","respiratory chain complex I","CC",50,5,0.0000154549679141915
