"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,400,5.48989813044745e-54
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,866,3.60025357182725e-53
"GO:0044424","intracellular part","CC",15063,1014,2.73523639807732e-49
"GO:0005622","intracellular","CC",15073,1014,4.52709274548681e-49
"GO:0043229","intracellular organelle","CC",13294,938,5.69471688592934e-48
"GO:0043227","membrane-bounded organelle","CC",13019,923,1.04936049630209e-46
"GO:0044446","intracellular organelle part","CC",9811,764,8.08542369814759e-46
"GO:0043226","organelle","CC",14144,966,8.8153300077095e-44
"GO:0044422","organelle part","CC",10112,771,1.9170040685824e-42
"GO:0070013","intracellular organelle lumen","CC",5740,520,7.7211562991951e-42
"GO:0031974","membrane-enclosed lumen","CC",5740,520,7.7211562991951e-42
"GO:0043233","organelle lumen","CC",5740,520,7.7211562991951e-42
"GO:0031981","nuclear lumen","CC",4594,445,2.55663527769377e-41
"GO:0044428","nuclear part","CC",5023,473,2.67935611196591e-41
"GO:0044260","cellular macromolecule metabolic process","BP",8352,669,6.23398281105609e-40
"GO:0005634","nucleus","CC",7932,637,4.89823773803884e-37
"GO:0044237","cellular metabolic process","BP",11301,813,1.53239364099055e-35
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,586,7.53225340182077e-35
"GO:0005515","protein binding","MF",11807,835,0.000000000000000000000000000000000211039724942477
"GO:0006996","organelle organization","BP",3885,374,0.0000000000000000000000000000000152800721864072
