"","Term","Ont","N","DE","P.DE"
"GO:0097458","neuron part","CC",1729,222,0.000000000000000000000000000000823205868572103
"GO:0007399","nervous system development","BP",2375,265,0.00000000000000000000000000447614029328109
"GO:0071944","cell periphery","CC",5756,500,0.0000000000000000000000000349942689663379
"GO:0005886","plasma membrane","CC",5637,485,0.00000000000000000000000385132559090155
"GO:0030030","cell projection organization","BP",1534,188,0.0000000000000000000000178003060584485
"GO:0043005","neuron projection","CC",1312,169,0.0000000000000000000000215573675142454
"GO:0022008","neurogenesis","BP",1623,194,0.0000000000000000000000612723306707894
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,183,0.00000000000000000000010326052848241
"GO:0048666","neuron development","BP",1110,149,0.000000000000000000000225614756540393
"GO:0045202","synapse","CC",1171,154,0.000000000000000000000324692508272266
"GO:0031175","neuron projection development","BP",978,136,0.000000000000000000000759292948931786
"GO:0048699","generation of neurons","BP",1524,183,0.000000000000000000000781403039464706
"GO:0030182","neuron differentiation","BP",1365,168,0.00000000000000000000386087008612324
"GO:0044459","plasma membrane part","CC",2985,291,0.0000000000000000000163753331644316
"GO:0030424","axon","CC",606,98,0.0000000000000000000167864912758218
"GO:0044456","synapse part","CC",938,129,0.0000000000000000000253004446256621
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",662,103,0.0000000000000000000312130266275451
"GO:0048858","cell projection morphogenesis","BP",666,103,0.000000000000000000048990758198739
"GO:0048812","neuron projection morphogenesis","BP",648,101,0.0000000000000000000652474285538839
"GO:0036477","somatodendritic compartment","CC",843,118,0.000000000000000000297392864105971
