"","Term","Ont","N","DE","P.DE"
"GO:0007399","nervous system development","BP",2375,161,0.0000000000000000000000000362668286973657
"GO:0097458","neuron part","CC",1729,129,0.00000000000000000000000268344915431693
"GO:0045202","synapse","CC",1171,102,0.00000000000000000000000467441117367984
"GO:0030182","neuron differentiation","BP",1365,107,0.00000000000000000000120142920642633
"GO:0048666","neuron development","BP",1110,94,0.00000000000000000000271492897819375
"GO:0031175","neuron projection development","BP",978,87,0.00000000000000000000417495492382393
"GO:0048699","generation of neurons","BP",1524,112,0.0000000000000000000183202748551211
"GO:0022008","neurogenesis","BP",1623,115,0.0000000000000000000900450943988008
"GO:0044456","synapse part","CC",938,81,0.000000000000000000692082999376418
"GO:0030424","axon","CC",606,63,0.000000000000000000946950235484129
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",662,65,0.00000000000000000482211152076615
"GO:0048858","cell projection morphogenesis","BP",666,65,0.00000000000000000654977985254879
"GO:0043005","neuron projection","CC",1312,96,0.0000000000000000215798092702104
"GO:0048812","neuron projection morphogenesis","BP",648,63,0.0000000000000000266091896374551
"GO:0032990","cell part morphogenesis","BP",685,65,0.0000000000000000270820510031326
"GO:0030030","cell projection organization","BP",1534,105,0.0000000000000000570176765841847
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,103,0.0000000000000000844024834947287
"GO:0036477","somatodendritic compartment","CC",843,71,0.000000000000000467520266210552
"GO:0048667","cell morphogenesis involved in neuron differentiation","BP",583,57,0.000000000000000757178666956446
"GO:0033267","axon part","CC",382,45,0.00000000000000112668567087357
