"","Term","Ont","N","DE","P.DE"
"GO:0044446","intracellular organelle part","CC",9811,588,2.43943905728578e-39
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,644,3.84857188628697e-36
"GO:0005737","cytoplasm","CC",11625,648,1.01699771244578e-35
"GO:0044422","organelle part","CC",10112,589,5.76176740344329e-35
"GO:0044444","cytoplasmic part","CC",9735,574,6.57354325640515e-35
"GO:0044429","mitochondrial part","CC",1036,136,0.000000000000000000000000000000000165668207195393
"GO:0005740","mitochondrial envelope","CC",739,111,0.00000000000000000000000000000000243995801560535
"GO:0044424","intracellular part","CC",15063,757,0.00000000000000000000000000000000425314144169084
"GO:0005622","intracellular","CC",15073,757,0.00000000000000000000000000000000607551669734796
"GO:0043229","intracellular organelle","CC",13294,697,0.000000000000000000000000000000136818489780515
"GO:0005739","mitochondrion","CC",1573,168,0.000000000000000000000000000000144677142165229
"GO:0031966","mitochondrial membrane","CC",698,103,0.0000000000000000000000000000028403586438725
"GO:0043227","membrane-bounded organelle","CC",13019,682,0.0000000000000000000000000000267040090601376
"GO:0098798","mitochondrial protein complex","CC",262,61,0.0000000000000000000000000000495570141807528
"GO:0031975","envelope","CC",1182,136,0.00000000000000000000000000015596278196074
"GO:0031967","organelle envelope","CC",1182,136,0.00000000000000000000000000015596278196074
"GO:0005743","mitochondrial inner membrane","CC",473,81,0.000000000000000000000000000247289809872158
"GO:0032991","protein-containing complex","CC",6151,396,0.0000000000000000000000000321108999466136
"GO:0019866","organelle inner membrane","CC",532,82,0.000000000000000000000000180072913905079
"GO:0043226","organelle","CC",14144,710,0.000000000000000000000000393592755304924
