"","Term","Ont","N","DE","P.DE"
"GO:0005737","cytoplasm","CC",11625,1625,2.0463314882017e-57
"GO:0044444","cytoplasmic part","CC",9735,1403,2.2787618570018e-50
"GO:0012505","endomembrane system","CC",4441,724,0.000000000000000000000000000000000112073267600323
"GO:0031982","vesicle","CC",3884,649,0.00000000000000000000000000000000121279180953838
"GO:0005515","protein binding","MF",11807,1547,0.00000000000000000000000000000283168707574967
"GO:0006810","transport","BP",5190,781,0.0000000000000000000000000679808571946548
"GO:0051179","localization","BP",6735,965,0.0000000000000000000000000730164280368147
"GO:0051234","establishment of localization","BP",5315,792,0.000000000000000000000000559755835485139
"GO:0097708","intracellular vesicle","CC",2317,410,0.000000000000000000000000611168134354921
"GO:0031410","cytoplasmic vesicle","CC",2314,409,0.000000000000000000000000896650777975042
"GO:0016020","membrane","CC",9495,1268,0.00000000000000000000000843991613457277
"GO:0005488","binding","MF",15267,1859,0.00000000000000000000073942031097621
"GO:1903561","extracellular vesicle","CC",2186,380,0.00000000000000000000139888236595366
"GO:0043230","extracellular organelle","CC",2191,380,0.000000000000000000002122742651372
"GO:0016192","vesicle-mediated transport","BP",2107,368,0.00000000000000000000310329791621149
"GO:0070062","extracellular exosome","CC",2163,375,0.0000000000000000000044712025183917
"GO:0042995","cell projection","CC",2178,376,0.00000000000000000000836880307492705
"GO:0006887","exocytosis","BP",903,191,0.00000000000000000010315411063682
"GO:0045055","regulated exocytosis","BP",794,174,0.000000000000000000114220443570442
"GO:0005783","endoplasmic reticulum","CC",1911,335,0.000000000000000000154748275054953
