"","Term","Ont","N","DE","P.DE"
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,2,0.00447486655807693
"GO:0008277","regulation of G protein-coupled receptor signaling pathway","BP",149,1,0.0144925619921028
"GO:0042734","presynaptic membrane","CC",161,1,0.0156551453177222
"GO:0045211","postsynaptic membrane","CC",323,1,0.0312828639801616
"GO:0051260","protein homooligomerization","BP",351,1,0.0339712765728126
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,1,0.0412495656572681
"GO:0004984","olfactory receptor activity","MF",427,1,0.0412495656572681
"GO:0097060","synaptic membrane","CC",432,1,0.0417274355770455
"GO:0007608","sensory perception of smell","BP",454,1,0.0438286480543933
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,1,0.046022904363863
"GO:0098793","presynapse","CC",491,1,0.0473573045350032
"GO:0043235","receptor complex","CC",505,1,0.0486907707894573
"GO:0009593","detection of chemical stimulus","BP",512,1,0.0493571536979271
"GO:0007606","sensory perception of chemical stimulus","BP",526,1,0.0506892190773572
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,1,0.0511647303810165
"GO:0051259","protein complex oligomerization","BP",568,1,0.0546798117155346
"GO:0098794","postsynapse","CC",613,1,0.0589461194303708
"GO:0051606","detection of stimulus","BP",691,1,0.0663181956683919
"GO:0005886","plasma membrane","CC",5637,2,0.0756904498461297
"GO:0071944","cell periphery","CC",5756,2,0.0789202005740462
