"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,240,3.39537991968347e-266
"GO:0004984","olfactory receptor activity","MF",427,240,3.39537991968347e-266
"GO:0007608","sensory perception of smell","BP",454,241,5.70354146158034e-259
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,245,7.33021752049272e-259
"GO:0009593","detection of chemical stimulus","BP",512,246,1.92131250127813e-250
"GO:0007606","sensory perception of chemical stimulus","BP",526,246,1.18522964871451e-246
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,246,2.46877789814229e-245
"GO:0051606","detection of stimulus","BP",691,247,5.87886237242977e-212
"GO:0004930","G protein-coupled receptor activity","MF",866,252,7.15961564274802e-191
"GO:0007600","sensory perception","BP",977,250,8.36638978867554e-174
"GO:0004888","transmembrane signaling receptor activity","MF",1277,256,5.09178449609909e-150
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,254,7.78133085047073e-140
"GO:0038023","signaling receptor activity","MF",1484,260,2.07346201114239e-137
"GO:0060089","molecular transducer activity","MF",1538,260,2.04508914904111e-133
"GO:0050877","nervous system process","BP",1437,252,1.49766818147165e-132
"GO:0003008","system process","BP",2216,258,7.68602054804101e-93
"GO:0005549","odorant binding","MF",102,63,2.13277497288496e-70
"GO:0032501","multicellular organismal process","BP",7751,407,5.94646175530669e-49
"GO:0031424","keratinization","BP",224,66,3.9853268086846e-47
"GO:0042221","response to chemical","BP",4797,295,1.17999369543314e-42
