"","Term","Ont","N","DE","P.DE"
"GO:0044444","cytoplasmic part","CC",9735,271,0.0000000405969918241908
"GO:0005515","protein binding","MF",11807,313,0.00000012883786331068
"GO:0005737","cytoplasm","CC",11625,308,0.000000242894014645776
"GO:0003674","molecular_function","MF",17697,423,0.000000276268463068918
"GO:0005488","binding","MF",15267,380,0.000000323248338972121
"GO:0030054","cell junction","CC",1298,56,0.00000108871982757355
"GO:0051179","localization","BP",6735,193,0.00000545065285085441
"GO:0033036","macromolecule localization","BP",3116,104,0.00000582764465709587
"GO:0065009","regulation of molecular function","BP",2989,100,0.00000845144157985672
"GO:0008104","protein localization","BP",2765,93,0.0000155557159119677
"GO:0044459","plasma membrane part","CC",2985,98,0.000023256575495397
"GO:0005912","adherens junction","CC",546,28,0.0000337817993707606
"GO:0023051","regulation of signaling","BP",3591,112,0.000049022986540886
"GO:0070161","anchoring junction","CC",562,28,0.000055967415873338
"GO:0050790","regulation of catalytic activity","BP",2328,79,0.000058338677660952
"GO:0005829","cytosol","CC",5085,148,0.000068959958983541
"GO:0022604","regulation of cell morphogenesis","BP",484,25,0.0000790798420768749
"GO:0048858","cell projection morphogenesis","BP",666,31,0.0000800392134117526
"GO:0016020","membrane","CC",9495,249,0.000083394866708127
"GO:0000902","cell morphogenesis","BP",1034,42,0.000102850811707128
