"","Term","Ont","N","DE","P.DE"
"GO:0099504","synaptic vesicle cycle","BP",194,23,0.0000000000038881177714096
"GO:0030424","axon","CC",606,38,0.000000000189439352314105
"GO:0097458","neuron part","CC",1729,72,0.000000000324974222369402
"GO:0048786","presynaptic active zone","CC",71,13,0.00000000088280729435806
"GO:0048666","neuron development","BP",1110,53,0.00000000101009224862461
"GO:0030054","cell junction","CC",1298,58,0.00000000179519233376031
"GO:0044456","synapse part","CC",938,47,0.00000000217250017850988
"GO:0045202","synapse","CC",1171,54,0.00000000235974671182558
"GO:0097479","synaptic vesicle localization","BP",163,18,0.00000000279490002149064
"GO:0099003","vesicle-mediated transport in synapse","BP",207,20,0.00000000384816171310997
"GO:0031629","synaptic vesicle fusion to presynaptic active zone membrane","BP",22,8,0.00000000449108426056413
"GO:0097480","establishment of synaptic vesicle localization","BP",152,17,0.00000000637046251872481
"GO:0048489","synaptic vesicle transport","BP",152,17,0.00000000637046251872481
"GO:0099500","vesicle fusion to plasma membrane","BP",23,8,0.00000000677094186770934
"GO:0033267","axon part","CC",382,27,0.00000000746506359478129
"GO:0031175","neuron projection development","BP",978,47,0.00000000809666364000776
"GO:0014047","glutamate secretion","BP",44,10,0.00000000876213750367332
"GO:0007399","nervous system development","BP",2375,85,0.00000000995483522741968
"GO:0030182","neuron differentiation","BP",1365,58,0.0000000111735780452496
"GO:0099537","trans-synaptic signaling","BP",711,38,0.000000015623129984121
