"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,193,0.00000000247610225395059
"GO:0005622","intracellular","CC",15073,193,0.00000000270744177848487
"GO:0005515","protein binding","MF",11807,164,0.00000000699851167303169
"GO:0043227","membrane-bounded organelle","CC",13019,173,0.0000000443818336449034
"GO:0043226","organelle","CC",14144,182,0.0000000947834740262024
"GO:0005488","binding","MF",15267,191,0.000000124451585522387
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,157,0.000000184923890597069
"GO:0043229","intracellular organelle","CC",13294,173,0.000000362969429572092
"GO:0003674","molecular_function","MF",17697,207,0.000000955775504972485
"GO:0097190","apoptotic signaling pathway","BP",602,21,0.00000160736391443593
"GO:0005829","cytosol","CC",5085,84,0.00000249338914683051
"GO:0044444","cytoplasmic part","CC",9735,134,0.00000808138377658749
"GO:0005737","cytoplasm","CC",11625,153,0.0000083439922046393
"GO:0015631","tubulin binding","MF",336,14,0.0000134716665588391
"GO:2001233","regulation of apoptotic signaling pathway","BP",406,15,0.0000271353655619571
"GO:0008092","cytoskeletal protein binding","MF",977,25,0.000036341200694385
"GO:0035556","intracellular signal transduction","BP",2952,53,0.0000456759551379319
"GO:0097193","intrinsic apoptotic signaling pathway","BP",289,12,0.0000580038387354182
"GO:2000601","positive regulation of Arp2/3 complex-mediated actin nucleation","BP",8,3,0.000061387642392995
"GO:0044464","cell part","CC",17521,202,0.0000793261020137992
