"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,1183,0.00000000000000000000000000000000671097299182594
"GO:0005622","intracellular","CC",15073,1183,0.0000000000000000000000000000000107406953009702
"GO:0006613","cotranslational protein targeting to membrane","BP",109,50,0.00000000000000000000000000000545017438983278
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane","BP",105,49,0.0000000000000000000000000000074934891827179
"GO:0022626","cytosolic ribosome","CC",112,50,0.0000000000000000000000000000269903469233953
"GO:0000184","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay","BP",120,51,0.000000000000000000000000000134767888214068
"GO:0005488","binding","MF",15267,1178,0.00000000000000000000000000440113023811511
"GO:0045047","protein targeting to ER","BP",118,49,0.00000000000000000000000000575906694832523
"GO:0000956","nuclear-transcribed mRNA catabolic process","BP",207,64,0.0000000000000000000000000329039232309646
"GO:0072599","establishment of protein localization to endoplasmic reticulum","BP",122,49,0.0000000000000000000000000357670535803586
"GO:0043229","intracellular organelle","CC",13294,1061,0.0000000000000000000000000864878776230698
"GO:0005829","cytosol","CC",5085,506,0.000000000000000000000000322187531857088
"GO:0022625","cytosolic large ribosomal subunit","CC",63,35,0.00000000000000000000000049682641512141
"GO:0043226","organelle","CC",14144,1108,0.000000000000000000000000632144949155492
"GO:1901363","heterocyclic compound binding","MF",6241,584,0.0000000000000000000000353906261081324
"GO:0019083","viral transcription","BP",177,55,0.0000000000000000000000808969699490742
"GO:0006413","translational initiation","BP",193,57,0.000000000000000000000222557528486737
"GO:0097159","organic cyclic compound binding","MF",6328,587,0.000000000000000000000234436630555394
"GO:0070972","protein localization to endoplasmic reticulum","BP",147,49,0.000000000000000000000577140884005574
"GO:0044260","cellular macromolecule metabolic process","BP",8352,728,0.000000000000000000000615109731101089
