"","Term","Ont","N","DE","P.DE"
"GO:0005737","cytoplasm","CC",11625,321,0.00000000285590229594552
"GO:0044444","cytoplasmic part","CC",9735,277,0.0000000162550513381108
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,311,0.000000150060907970242
"GO:0005739","mitochondrion","CC",1573,67,0.000000258226518340114
"GO:0005622","intracellular","CC",15073,380,0.00000153818188131861
"GO:0044424","intracellular part","CC",15063,379,0.00000242533911328698
"GO:0043227","membrane-bounded organelle","CC",13019,337,0.00000347973980417925
"GO:0003674","molecular_function","MF",17697,427,0.0000039595727348025
"GO:0008168","methyltransferase activity","MF",215,17,0.0000075812919366078
"GO:0044429","mitochondrial part","CC",1036,46,0.00000812474944119085
"GO:0005759","mitochondrial matrix","CC",469,27,0.00000832647057905242
"GO:0043226","organelle","CC",14144,358,0.00000976462876011921
"GO:0008757","S-adenosylmethionine-dependent methyltransferase activity","MF",155,14,0.0000107419494342397
"GO:0043229","intracellular organelle","CC",13294,340,0.0000125727109825474
"GO:0016741","transferase activity, transferring one-carbon groups","MF",226,17,0.0000146050227530368
"GO:0016740","transferase activity","MF",2272,81,0.0000152548672665644
"GO:0043412","macromolecule modification","BP",4373,136,0.0000153797102193048
"GO:0003824","catalytic activity","MF",5710,169,0.0000155834363895089
"GO:0031090","organelle membrane","CC",2903,98,0.0000157114052957373
"GO:0044237","cellular metabolic process","BP",11301,297,0.000016678649305042
