"","Term","Ont","N","DE","P.DE"
"GO:0005488","binding","MF",15267,687,0.00000000000167359513057103
"GO:0002274","myeloid leukocyte activation","BP",651,66,0.00000000000266117852658238
"GO:0005622","intracellular","CC",15073,675,0.0000000000482634460014798
"GO:0044424","intracellular part","CC",15063,674,0.0000000000710264425509222
"GO:0002366","leukocyte activation involved in immune response","BP",707,66,0.0000000000997793173456926
"GO:0005764","lysosome","CC",678,64,0.000000000122643177667357
"GO:0002263","cell activation involved in immune response","BP",711,66,0.000000000126886238860647
"GO:0000323","lytic vacuole","CC",679,64,0.000000000130411914348814
"GO:0005773","vacuole","CC",774,69,0.000000000276624559841846
"GO:0045055","regulated exocytosis","BP",794,70,0.000000000331017516020234
"GO:0003674","molecular_function","MF",17697,757,0.000000000426586904418356
"GO:0002275","myeloid cell activation involved in immune response","BP",544,54,0.000000000604016238635096
"GO:0042119","neutrophil activation","BP",498,50,0.00000000180881107215181
"GO:0043312","neutrophil degranulation","BP",485,49,0.00000000214286633200051
"GO:0043299","leukocyte degranulation","BP",534,52,0.00000000246784688388306
"GO:0002283","neutrophil activation involved in immune response","BP",488,49,0.0000000026301903535832
"GO:0036230","granulocyte activation","BP",504,50,0.00000000270860493799767
"GO:0002446","neutrophil mediated immunity","BP",499,49,0.00000000547933567975501
"GO:0002444","myeloid leukocyte mediated immunity","BP",551,52,0.00000000719508280458289
"GO:0005515","protein binding","MF",11807,545,0.0000000127302879343401
