"","Term","Ont","N","DE","P.DE"
"GO:0005654","nucleoplasm","CC",3512,51,0.0000000000000661074083273174
"GO:0005634","nucleus","CC",7932,76,0.0000000000010787843432782
"GO:0044428","nuclear part","CC",5023,59,0.00000000000213963954526814
"GO:0031981","nuclear lumen","CC",4594,55,0.0000000000118618495129756
"GO:0070013","intracellular organelle lumen","CC",5740,59,0.00000000073521099915623
"GO:0031974","membrane-enclosed lumen","CC",5740,59,0.00000000073521099915623
"GO:0043233","organelle lumen","CC",5740,59,0.00000000073521099915623
"GO:1902494","catalytic complex","CC",1370,25,0.0000000150620437987903
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,85,0.0000000277050802789063
"GO:0005694","chromosome","CC",1075,21,0.0000000859487482353712
"GO:0006397","mRNA processing","BP",541,15,0.000000095793263116904
"GO:0043227","membrane-bounded organelle","CC",13019,90,0.00000014032259253583
"GO:0043229","intracellular organelle","CC",13294,91,0.00000015351666223306
"GO:0051276","chromosome organization","BP",1230,22,0.000000186365668425433
"GO:0090304","nucleic acid metabolic process","BP",5735,54,0.000000212648264681083
"GO:0044424","intracellular part","CC",15063,97,0.00000025049178365085
"GO:0005622","intracellular","CC",15073,97,0.00000026392203883892
"GO:0044427","chromosomal part","CC",951,19,0.000000277470877244714
"GO:0016071","mRNA metabolic process","BP",877,18,0.000000404035526693024
"GO:0005681","spliceosomal complex","CC",185,9,0.000000431638695175357
