"","Term","Ont","N","DE","P.DE"
"GO:0006955","immune response","BP",2279,540,3.91131718083232e-125
"GO:0002376","immune system process","BP",3193,642,6.18825119951967e-116
"GO:0045321","leukocyte activation","BP",1284,346,2.88322925352292e-92
"GO:0001775","cell activation","BP",1440,369,6.95801276316459e-92
"GO:0002682","regulation of immune system process","BP",1659,385,2.56312313064013e-82
"GO:0002252","immune effector process","BP",1265,328,2.60023037755062e-82
"GO:0050776","regulation of immune response","BP",1115,296,2.23173961643611e-76
"GO:0006952","defense response","BP",1797,391,5.59775043088964e-75
"GO:0002274","myeloid leukocyte activation","BP",651,217,6.41859649997625e-75
"GO:0002366","leukocyte activation involved in immune response","BP",707,216,9.06566249087299e-67
"GO:0002443","leukocyte mediated immunity","BP",874,243,2.36354148012941e-66
"GO:0002263","cell activation involved in immune response","BP",711,216,2.81408388961204e-66
"GO:0045087","innate immune response","BP",1008,263,1.00907635072496e-65
"GO:0002684","positive regulation of immune system process","BP",1185,287,3.0350153589251e-64
"GO:0002275","myeloid cell activation involved in immune response","BP",544,182,6.99500527211672e-63
"GO:0043299","leukocyte degranulation","BP",534,179,5.6144748069215e-62
"GO:0002444","myeloid leukocyte mediated immunity","BP",551,182,6.69615969298503e-62
"GO:0036230","granulocyte activation","BP",504,169,1.68215396116695e-58
"GO:0042119","neutrophil activation","BP",498,167,8.30161690766424e-58
"GO:0002283","neutrophil activation involved in immune response","BP",488,164,6.54446979470497e-57
