"","Term","Ont","N","DE","P.DE"
"GO:0003676","nucleic acid binding","MF",4349,392,1.16094544665177e-37
"GO:0005634","nucleus","CC",7932,591,1.03618741690286e-36
"GO:0003677","DNA binding","MF",2518,260,0.000000000000000000000000000000029207891231514
"GO:1901363","heterocyclic compound binding","MF",6241,483,0.000000000000000000000000000000705195225974988
"GO:0090304","nucleic acid metabolic process","BP",5735,453,0.00000000000000000000000000000248709742919535
"GO:0097159","organic cyclic compound binding","MF",6328,486,0.00000000000000000000000000000277673378819233
"GO:0019219","regulation of nucleobase-containing compound metabolic process","BP",4140,355,0.0000000000000000000000000000884739621318044
"GO:0006139","nucleobase-containing compound metabolic process","BP",6411,485,0.000000000000000000000000000170165730674944
"GO:0046483","heterocycle metabolic process","BP",6570,493,0.000000000000000000000000000284556666407711
"GO:0000981","DNA-binding transcription factor activity, RNA polymerase II-specific","MF",1600,185,0.000000000000000000000000000326827722942956
"GO:0003700","DNA-binding transcription factor activity","MF",1699,192,0.000000000000000000000000000468183176725297
"GO:0006725","cellular aromatic compound metabolic process","BP",6615,494,0.000000000000000000000000000808996601511075
"GO:0140110","transcription regulator activity","MF",2053,215,0.00000000000000000000000000510604146763207
"GO:1901360","organic cyclic compound metabolic process","BP",6839,502,0.0000000000000000000000000150984804742152
"GO:0044424","intracellular part","CC",15063,888,0.0000000000000000000000000338027876674651
"GO:0051252","regulation of RNA metabolic process","BP",3822,328,0.0000000000000000000000000340613625266024
"GO:0034641","cellular nitrogen compound metabolic process","BP",7161,518,0.0000000000000000000000000367741698031124
"GO:0005622","intracellular","CC",15073,888,0.0000000000000000000000000483019426279977
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,733,0.0000000000000000000000000505144043113808
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,395,0.0000000000000000000000000631492817154318
