"","Term","Ont","N","DE","P.DE"
"GO:0051604","protein maturation","BP",397,1,0.0193771964076533
"GO:0072594","establishment of protein localization to organelle","BP",549,1,0.0267961733697766
"GO:0033365","protein localization to organelle","BP",922,1,0.0450019523623585
"GO:0005887","integral component of plasma membrane","CC",1634,1,0.0797540023428339
"GO:0031226","intrinsic component of plasma membrane","CC",1713,1,0.0836099180007818
"GO:0034613","cellular protein localization","BP",1872,1,0.0913705583756338
"GO:0070727","cellular macromolecule localization","BP",1883,1,0.0919074580242093
"GO:0045184","establishment of protein localization","BP",2113,1,0.103133541585317
"GO:0019899","enzyme binding","MF",2217,1,0.108209683717297
"GO:0008104","protein localization","BP",2765,1,0.134957048028114
"GO:0051641","cellular localization","BP",2927,1,0.142864115579852
"GO:0044459","plasma membrane part","CC",2985,1,0.14569504099961
"GO:0033036","macromolecule localization","BP",3116,1,0.152089027723545
"GO:0051234","establishment of localization","BP",5315,1,0.259420148379539
"GO:0016021","integral component of membrane","CC",5330,1,0.260152284263959
"GO:0031224","intrinsic component of membrane","CC",5495,1,0.268205778992581
"GO:0005886","plasma membrane","CC",5637,1,0.275136665365091
"GO:0071944","cell periphery","CC",5756,1,0.280944943381492
"GO:0019538","protein metabolic process","BP",5986,1,0.292171026942601
"GO:0010467","gene expression","BP",6585,1,0.321407653260445
