"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,249,3.1490601257894e-246
"GO:0004984","olfactory receptor activity","MF",427,249,3.1490601257894e-246
"GO:0007608","sensory perception of smell","BP",454,250,1.98482726184242e-238
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,253,8.41729597658424e-236
"GO:0009593","detection of chemical stimulus","BP",512,254,7.09691602027743e-227
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,255,4.10165250013412e-223
"GO:0007606","sensory perception of chemical stimulus","BP",526,254,5.79635914448816e-223
"GO:0051606","detection of stimulus","BP",691,257,8.45020608073193e-190
"GO:0004930","G protein-coupled receptor activity","MF",866,261,5.28048296843389e-166
"GO:0007600","sensory perception","BP",977,263,1.67336413511467e-153
"GO:0004888","transmembrane signaling receptor activity","MF",1277,266,3.52480870036962e-125
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,267,4.19044872498599e-118
"GO:0050877","nervous system process","BP",1437,267,7.07706923436972e-113
"GO:0038023","signaling receptor activity","MF",1484,268,3.21926743667837e-110
"GO:0060089","molecular transducer activity","MF",1538,268,2.59536531968239e-106
"GO:0003008","system process","BP",2216,279,2.32637747730374e-76
"GO:0005549","odorant binding","MF",102,67,3.38719730545515e-69
"GO:0031424","keratinization","BP",224,78,1.35460664538489e-52
"GO:0030216","keratinocyte differentiation","BP",305,83,2.18153168749305e-46
"GO:0032501","multicellular organismal process","BP",7751,494,4.68358324058678e-43
