"","Term","Ont","N","DE","P.DE"
"GO:0005488","binding","MF",15267,2458,5.08510807514164e-60
"GO:0044424","intracellular part","CC",15063,2414,1.01823696079156e-52
"GO:0005622","intracellular","CC",15073,2415,1.15824805176215e-52
"GO:0043226","organelle","CC",14144,2293,4.47819300010457e-49
"GO:0043227","membrane-bounded organelle","CC",13019,2147,2.55877201553116e-47
"GO:0003674","molecular_function","MF",17697,2685,1.34181759456917e-46
"GO:0044260","cellular macromolecule metabolic process","BP",8352,1510,9.83656871950751e-46
"GO:0043229","intracellular organelle","CC",13294,2172,1.30118474907721e-44
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,1935,7.87399932404286e-44
"GO:0005623","cell","CC",17590,2653,8.33950224409881e-38
"GO:0031323","regulation of cellular metabolic process","BP",6305,1176,1.3195090537965e-37
"GO:0034645","cellular macromolecule biosynthetic process","BP",4961,967,9.3012231048958e-37
"GO:0044464","cell part","CC",17521,2642,2.10610178512867e-36
"GO:0009059","macromolecule biosynthetic process","BP",5114,989,2.50524826444597e-36
"GO:0051252","regulation of RNA metabolic process","BP",3822,782,1.17808417209485e-35
"GO:0051171","regulation of nitrogen compound metabolic process","BP",6063,1126,0.000000000000000000000000000000000179396422704964
"GO:0080090","regulation of primary metabolic process","BP",6233,1151,0.000000000000000000000000000000000239363938789721
"GO:0044271","cellular nitrogen compound biosynthetic process","BP",5029,967,0.000000000000000000000000000000000320728056128155
"GO:0005515","protein binding","MF",11807,1937,0.00000000000000000000000000000000032370058355242
"GO:0006351","transcription, DNA-templated","BP",3668,751,0.000000000000000000000000000000000438682521261518
