"","Term","Ont","N","DE","P.DE"
"GO:0097458","neuron part","CC",1729,294,5.59330291787049e-42
"GO:0007399","nervous system development","BP",2375,359,4.77572155321954e-40
"GO:0043005","neuron projection","CC",1312,234,2.51451254962409e-36
"GO:0045202","synapse","CC",1171,214,0.000000000000000000000000000000000102051079318961
"GO:0036477","somatodendritic compartment","CC",843,172,0.000000000000000000000000000000000752254767647522
"GO:0044456","synapse part","CC",938,181,0.0000000000000000000000000000000232585727539847
"GO:0030424","axon","CC",606,136,0.000000000000000000000000000000339709237438357
"GO:0031175","neuron projection development","BP",978,181,0.00000000000000000000000000000543679656599315
"GO:0032990","cell part morphogenesis","BP",685,143,0.0000000000000000000000000000296985788388352
"GO:0048858","cell projection morphogenesis","BP",666,140,0.0000000000000000000000000000567200244375995
"GO:0120039","plasma membrane bounded cell projection morphogenesis","BP",662,139,0.000000000000000000000000000102456103374206
"GO:0048666","neuron development","BP",1110,192,0.000000000000000000000000000644706054113237
"GO:0048812","neuron projection morphogenesis","BP",648,135,0.00000000000000000000000000149258412643115
"GO:0022008","neurogenesis","BP",1623,247,0.00000000000000000000000000307266474509729
"GO:0048699","generation of neurons","BP",1524,236,0.00000000000000000000000000441257836530613
"GO:0030182","neuron differentiation","BP",1365,217,0.0000000000000000000000000213530150761037
"GO:0042995","cell projection","CC",2178,301,0.0000000000000000000000000418260751597176
"GO:0097060","synaptic membrane","CC",432,103,0.0000000000000000000000000522715153807084
"GO:0120025","plasma membrane bounded cell projection","CC",2103,293,0.0000000000000000000000000603235051137588
"GO:0120036","plasma membrane bounded cell projection organization","BP",1497,229,0.000000000000000000000000165298314309825
