"","Term","Ont","N","DE","P.DE"
"GO:0044424","intracellular part","CC",15063,604,0.00000000000000000000000558028516803348
"GO:0005622","intracellular","CC",15073,604,0.00000000000000000000000731747515482444
"GO:0043229","intracellular organelle","CC",13294,550,0.0000000000000000000048292561255066
"GO:0043227","membrane-bounded organelle","CC",13019,538,0.000000000000000000159809440363552
"GO:0043226","organelle","CC",14144,568,0.000000000000000000594487533211076
"GO:0005654","nucleoplasm","CC",3512,204,0.0000000000000000257071544862155
"GO:0044446","intracellular organelle part","CC",9811,430,0.000000000000000140747662841158
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,480,0.00000000000000121194515242644
"GO:0044422","organelle part","CC",10112,436,0.00000000000000161297879358455
"GO:0005515","protein binding","MF",11807,489,0.00000000000000210927232872355
"GO:0071840","cellular component organization or biogenesis","BP",6697,315,0.0000000000000310371316020987
"GO:0044451","nucleoplasm part","CC",1126,88,0.0000000000000450438092790277
"GO:0016043","cellular component organization","BP",6512,307,0.0000000000000707694146307217
"GO:0044260","cellular macromolecule metabolic process","BP",8352,369,0.000000000000280262389903864
"GO:0005488","binding","MF",15267,581,0.000000000000808180481942542
"GO:0005737","cytoplasm","CC",11625,471,0.00000000000433974821910847
"GO:0070013","intracellular organelle lumen","CC",5740,269,0.0000000000224932080770649
"GO:0031974","membrane-enclosed lumen","CC",5740,269,0.0000000000224932080770649
"GO:0043233","organelle lumen","CC",5740,269,0.0000000000224932080770649
"GO:0050794","regulation of cellular process","BP",11022,449,0.0000000000225329493383395
