"","Term","Ont","N","DE","P.DE"
"GO:0005515","protein binding","MF",11807,350,0.000000000000000000625255563321307
"GO:0005737","cytoplasm","CC",11625,346,0.000000000000000000939576702574141
"GO:0005622","intracellular","CC",15073,406,0.00000000000000000872077685517714
"GO:0044424","intracellular part","CC",15063,405,0.0000000000000000226886207087498
"GO:0043229","intracellular organelle","CC",13294,369,0.00000000000000310868197046994
"GO:0005488","binding","MF",15267,403,0.00000000000000759628056771266
"GO:0043226","organelle","CC",14144,380,0.000000000000185191971743035
"GO:0044444","cytoplasmic part","CC",9735,290,0.00000000000067304433751934
"GO:0043227","membrane-bounded organelle","CC",13019,355,0.0000000000040894738386254
"GO:0043231","intracellular membrane-bounded organelle","CC",11488,323,0.0000000000110035491390159
"GO:0003674","molecular_function","MF",17697,434,0.0000000000135683323765637
"GO:0043167","ion binding","MF",6218,202,0.000000000074840759938638
"GO:0050794","regulation of cellular process","BP",11022,308,0.000000000355256355734905
"GO:0071840","cellular component organization or biogenesis","BP",6697,210,0.00000000066914482876549
"GO:0044446","intracellular organelle part","CC",9811,281,0.000000000672569632956637
"GO:0044422","organelle part","CC",10112,287,0.000000000928308147569488
"GO:0016043","cellular component organization","BP",6512,205,0.000000000944676226335413
"GO:0044085","cellular component biogenesis","BP",3355,122,0.00000000631303559845798
"GO:0006996","organelle organization","BP",3885,136,0.00000000672827839526341
"GO:0022607","cellular component assembly","BP",3116,115,0.00000000894192383085413
