"","Term","Ont","N","DE","P.DE"
"GO:0098916","anterograde trans-synaptic signaling","BP",703,31,0.0000000000000000000347997665605497
"GO:0007268","chemical synaptic transmission","BP",703,31,0.0000000000000000000347997665605497
"GO:0099537","trans-synaptic signaling","BP",711,31,0.0000000000000000000482871772371556
"GO:0099536","synaptic signaling","BP",717,31,0.0000000000000000000615673066063669
"GO:0007267","cell-cell signaling","BP",1650,35,0.000000000000571752139325203
"GO:0043005","neuron projection","CC",1312,31,0.00000000000110495307752008
"GO:0099504","synaptic vesicle cycle","BP",194,14,0.00000000000241014764207278
"GO:0099003","vesicle-mediated transport in synapse","BP",207,14,0.00000000000582003482080526
"GO:0097458","neuron part","CC",1729,34,0.0000000000112976334531085
"GO:0006836","neurotransmitter transport","BP",269,15,0.0000000000155255068153406
"GO:0050804","modulation of chemical synaptic transmission","BP",436,18,0.0000000000187172677664291
"GO:0099177","regulation of trans-synaptic signaling","BP",437,18,0.0000000000194370628440781
"GO:0098693","regulation of synaptic vesicle cycle","BP",112,11,0.0000000000214094963209155
"GO:0097480","establishment of synaptic vesicle localization","BP",152,12,0.0000000000337808309099859
"GO:0048489","synaptic vesicle transport","BP",152,12,0.0000000000337808309099859
"GO:0016079","synaptic vesicle exocytosis","BP",119,11,0.0000000000416932840064069
"GO:0097479","synaptic vesicle localization","BP",163,12,0.000000000076731600637601
"GO:0007269","neurotransmitter secretion","BP",169,12,0.000000000117042108671845
"GO:0099643","signal release from synapse","BP",170,12,0.000000000125373495725377
"GO:0097060","synaptic membrane","CC",432,17,0.000000000150858739987356
