"","Term","Ont","N","DE","P.DE"
"GO:0050911","detection of chemical stimulus involved in sensory perception of smell","BP",427,164,1.33386683373198e-184
"GO:0004984","olfactory receptor activity","MF",427,164,1.33386683373198e-184
"GO:0050907","detection of chemical stimulus involved in sensory perception","BP",477,167,3.53006513351403e-180
"GO:0007608","sensory perception of smell","BP",454,164,2.89490248967119e-179
"GO:0009593","detection of chemical stimulus","BP",512,167,4.51644880363759e-174
"GO:0050906","detection of stimulus involved in sensory perception","BP",531,168,1.24994986674647e-172
"GO:0007606","sensory perception of chemical stimulus","BP",526,167,8.9506692423024e-172
"GO:0051606","detection of stimulus","BP",691,168,7.94972296690985e-151
"GO:0004930","G protein-coupled receptor activity","MF",866,168,4.93121885333365e-133
"GO:0007600","sensory perception","BP",977,168,8.17064860145507e-124
"GO:0004888","transmembrane signaling receptor activity","MF",1277,170,2.57189239096393e-106
"GO:0007186","G protein-coupled receptor signaling pathway","BP",1371,169,5.35409079273947e-100
"GO:0050877","nervous system process","BP",1437,170,1.00363213727035e-97
"GO:0038023","signaling receptor activity","MF",1484,170,2.06437798979469e-95
"GO:0060089","molecular transducer activity","MF",1538,170,7.39580095355729e-93
"GO:0003008","system process","BP",2216,172,1.81539779801465e-69
"GO:0005549","odorant binding","MF",102,51,4.80704329082423e-62
"GO:0032501","multicellular organismal process","BP",7751,268,5.42232714999856e-43
"GO:0031424","keratinization","BP",224,48,1.02835619957671e-37
"GO:0005882","intermediate filament","CC",214,45,5.33095616567844e-35
