"","Term","Ont","N","DE","P.DE"
"GO:0044444","cytoplasmic part","CC",9735,463,0.00000000000000000000424241411196697
"GO:0005737","cytoplasm","CC",11625,525,0.00000000000000000000654351290590646
"GO:0044424","intracellular part","CC",15063,620,0.00000000000000000498171385681077
"GO:0005622","intracellular","CC",15073,620,0.0000000000000000063537383591984
"GO:0005829","cytosol","CC",5085,277,0.0000000000000000495206173244601
"GO:0005515","protein binding","MF",11807,516,0.000000000000000280434703893077
"GO:0019899","enzyme binding","MF",2217,148,0.00000000000000340269638391792
"GO:0045202","synapse","CC",1171,96,0.0000000000000039356900210736
"GO:0097458","neuron part","CC",1729,122,0.0000000000000334349387868819
"GO:0044456","synapse part","CC",938,81,0.0000000000000441126661050854
"GO:0051641","cellular localization","BP",2927,175,0.000000000000154130804197224
"GO:0030424","axon","CC",606,60,0.000000000000366310812392331
"GO:0098794","postsynapse","CC",613,60,0.000000000000601282059500247
"GO:0005488","binding","MF",15267,610,0.00000000000128009644782972
"GO:0023051","regulation of signaling","BP",3591,198,0.00000000000530042524777346
"GO:0043226","organelle","CC",14144,574,0.00000000000621059793574104
"GO:0010646","regulation of cell communication","BP",3542,195,0.00000000000957736475836266
"GO:0030054","cell junction","CC",1298,93,0.0000000000261497764487356
"GO:0006464","cellular protein modification process","BP",4160,218,0.0000000000400594265599847
"GO:0036211","protein modification process","BP",4160,218,0.0000000000400594265599847
