searchTUCR,ngenes,meancor,mediancor,mincor,maxcor
uc.332,3324,0.473052513260669,0.465502975164046,0.300015469579073,0.688256041553109
uc.333,2815,-0.253016773205075,-0.355428866780535,-0.721027616838546,0.528654392313985
uc.334,2350,0.262882050887481,0.346967325519073,-0.427126816879313,0.451926372083416
uc.335,2,0.0177082546583907,0.0177082546583907,-0.304084241867779,0.33950075118456
uc.336,0,NaN,NA,Inf,-Inf
uc.337,342,-0.0379072219684669,-0.305142270078831,-0.425918551756207,0.390220132110205
uc.338,4783,0.17842296368402,0.340083499327983,-0.604440770166644,0.999936028740658
uc.339,3069,0.080591316967222,0.31519840645136,-0.660456661974228,0.542091268696579
uc.340,1540,0.355749386059205,0.358096641190393,-0.318342461901612,0.444107864824998
uc.341,11,0.436511383252535,0.438833102351285,0.360186581323122,0.572205989275032
uc.342,1654,0.31975286162923,0.343734274490391,-0.355326858556179,0.631614814760891
uc.343,171,-0.0207574132609606,-0.301858078441686,-0.396876509990163,0.591085427565516
uc.344,25,0.0267672820222562,-0.301070585869359,-0.332602137895828,0.591085427565516
uc.345,483,-0.218792751185472,-0.322594048215948,-0.409127779633116,0.509962772912949
uc.346,2721,0.00602284836930653,0.303579023614768,-0.713512859315098,0.576978809406596
uc.347,5653,0.440902251231948,0.483279750957977,-0.471111562054397,0.963308433377528
uc.348,576,-0.0731192576454856,-0.306994888669079,-0.722776043263863,0.982859160402246
uc.349,522,-0.0520569761925131,-0.306710111917855,-0.713515043255673,0.982859160402246
uc.350,834,-0.0393285954348655,-0.304231703355352,-0.694338680044516,0.777628622725176
uc.351,5980,0.436342352744147,0.47882373870607,-0.500372088875462,0.993684680839835
uc.352,5992,0.439255067209575,0.480385893199846,-0.498826313935998,0.995494348598775
uc.353,5964,0.43244341557147,0.476662593010844,-0.501749154405509,0.979431192677247
uc.354,0,NaN,NA,Inf,-Inf
uc.355,0,NaN,NA,Inf,-Inf
uc.356,789,0.176519246537411,0.318624008240736,-0.429822345533978,0.50751939839717
uc.357,1399,-0.0516069795553586,-0.306905620098077,-0.761695684260431,0.466186958052871
uc.358,3083,0.415277882384182,0.421176670782788,-0.345856109255267,0.590914352220476
uc.359,4271,0.220778483195323,0.353393343167133,-0.543673806635722,0.838117588820408
uc.360,5057,0.205247272026355,0.356561876951328,-0.577288928968243,0.880168545613874
uc.361,961,0.0234294807647857,0.302570043069128,-0.573127976187768,0.468183716721068
uc.362,5213,0.456322857317895,0.489451658020385,-0.447115605984361,0.902994728513437
uc.363,12,0.0644596809687475,0.316950973264018,-0.387968125387308,0.44014273871608
uc.364,5488,0.458078631556711,0.494509027409364,-0.465295637305709,0.937195601907672
uc.365,5559,0.43787921768803,0.483734556582715,-0.491438861948566,0.931010773196862
uc.366,4946,-0.0606244754462358,-0.313744038524712,-0.678281438962046,0.634152553709014
uc.367,473,-0.0485879643908335,-0.306932555365169,-0.420987031942861,0.561088639778112
uc.368,3395,-0.0817970375438456,-0.312299407333126,-0.585323464348535,0.985869904479899
uc.369,3837,-0.0883828008193924,-0.313916251338801,-0.594354786606257,0.985869904479899
uc.370,736,0.317103047312224,0.3230859353317,-0.31869653326733,0.374269631123337
uc.371,1606,-0.0237751994765732,-0.304085015346732,-0.503813524234006,0.495178496193119
uc.372,4950,-0.0556677901919541,-0.312876468131302,-0.770208684621692,0.627219088368606
uc.373,961,-0.0369910232817487,-0.30479893642094,-0.550612367837471,0.714447130893568
uc.374,2316,-0.0625707701613474,-0.312159316644994,-0.545863207062136,0.664962495370501
uc.375,2545,-0.111081740324392,-0.321431918837489,-0.552805954149988,0.664962495370501
uc.376,5082,-0.216461559071336,-0.363769017345038,-0.763454302408431,0.604737058104649
uc.377,321,-0.293889504360044,-0.321872437850966,-0.429691855084623,0.366162388721403
uc.378,104,0.211023535424601,0.312968193635451,-0.415200317399364,0.550441383489955
uc.379,2301,0.383797067729245,0.389255012371113,-0.334514996846936,0.518712821824118
uc.380,5945,0.431322675116066,0.474938280929376,-0.50970042705138,0.975422933741973
uc.381,4632,0.468880935624094,0.490369595543305,-0.414913766196422,0.833925878876836
uc.382,13,-0.072389349285806,-0.302305695262032,-0.34265672731045,0.37370380851937
uc.383,4654,0.485792711069159,0.50253951339984,-0.423719869582349,0.87840938148073
uc.384,1540,-0.183181720329935,-0.331838850664873,-0.533802941221969,0.446501554692697
uc.385,1517,-0.172693915059217,-0.325024956070945,-0.70037618376404,0.435727538853668
uc.386,5971,0.408400902003485,0.458613143136375,-0.498460321894641,0.942223488098889
uc.387,6305,-0.0992541701497004,-0.328030058302114,-0.79869737044455,0.827125451916453
uc.388,24,0.00427191288625037,0.000413447250100313,-0.335370191577087,0.373403334695263
uc.389,856,-0.0802173280470179,-0.31031597980219,-0.475123096900533,0.433911137277955
uc.390,357,-0.155204366457816,-0.312719997888857,-0.4197857736291,0.420964100566824
uc.391,286,0.231735915283927,0.31806810436688,-0.646268510033842,0.603232505043538
uc.392,3052,0.392874050894782,0.412958411401626,-0.393357271748636,0.595104970193761
uc.393,3365,0.208517875043182,0.349682555137675,-0.538546733143391,0.68505775157858
uc.394,5624,0.439762126783412,0.484967527533576,-0.467102848131502,0.934496251357001
uc.395,3694,-0.125919612613914,-0.321034350655319,-0.621481330492997,0.571485561877861
uc.396,5765,0.441563249242132,0.484854372112535,-0.494408930133011,0.969599274203749
uc.397,2558,-0.0436315853142743,-0.306748467374203,-0.626634702269751,0.581872747242548
uc.398,3302,-0.0717516549799877,-0.314977054974334,-0.685561695866256,0.581872747242548
uc.399,4032,0.489786608621657,0.491387766838864,-0.380244892536474,0.776459031549752
uc.400,3847,0.422900575799949,0.453019343343668,-0.382335651646919,0.69900594304829
uc.401,2676,-0.169078437497539,-0.33737008965986,-0.585473428268017,0.519964310771104
uc.402,1170,-0.147468516859434,-0.328332443074224,-0.675153854063631,0.507824877085095
uc.403,15,0.109785770595849,0.304651520432129,-0.329814428749394,0.416298384520957
uc.404,5916,0.435035771323552,0.476019968496657,-0.488776456392622,0.971905060463305
uc.405,5969,0.420407132880232,0.46681283902265,-0.498989199503882,0.96215531275394
uc.406,5924,-0.0534015689039786,-0.316583934751135,-0.743642776480052,0.704692560315434
uc.407,552,0.0710699357975542,0.306218861784771,-0.423786752762457,0.426357614809301
uc.408,19,-0.0668799760379573,-0.301005249647157,-0.486925657752853,0.327138373564855
uc.409,204,-0.170586003624449,-0.313441608253839,-0.413211839505847,0.378861184187178
uc.410,3134,0.423126977189424,0.425265326030479,-0.360171020746526,0.591004985754338
uc.411,1,0.577032952933351,0.577032952933351,0.577032952933351,0.577032952933351
uc.412,1,0.577032952933351,0.577032952933351,0.577032952933351,0.577032952933351
uc.413,4877,0.129003118615382,0.325813813606132,-0.667071271990689,0.718435370373572
uc.414,2067,-0.0351052925900201,-0.306747921389059,-0.58551810805228,0.902786526178623
uc.415,2472,0.390464808844137,0.39391959094793,-0.354408147554305,0.777378379534293
uc.416,1776,0.339699655529693,0.353756104796389,-0.360731747489151,0.755854280205036
uc.417,2669,0.376807404233888,0.398378242128032,-0.383432717795749,0.777378379534293
uc.418,5098,0.250902102436531,0.376721422910083,-0.550149281438052,0.921770338629086
uc.419,5576,0.200548381955858,0.360772787372456,-0.641378485091421,0.835351810077248
uc.420,4868,0.233477254933729,0.357027374785132,-0.692273855228399,0.976604536590559
uc.421,109,-0.248240376287618,-0.31705220800942,-0.592035441715631,0.553469235102113
uc.422,84,-0.280965890834777,-0.323581052859552,-0.559854531358202,0.547257289129163
uc.423,1,0.368981856003698,0.368981856003698,0.368981856003698,0.368981856003698
uc.424,4077,0.445156263324075,0.474822532078902,-0.404310188719765,0.77052781293821
uc.425,364,-0.027257569571532,-0.30280140427379,-0.491618491060858,0.788799933753803
uc.426,2064,-0.118325032128298,-0.322593684225852,-0.671274174629708,0.480744741935572
uc.427,497,-0.101353317190324,-0.310660541926654,-0.605676880532081,0.568561447443015
uc.428,4360,0.444527036278517,0.474998930779094,-0.433743610836349,0.786386133433309
uc.429,2170,-0.0686798735916073,-0.314840240197064,-0.556704470071369,0.532733083332803
uc.430,9,0.323263223785459,0.31577232783496,0.300227402812369,0.403652731609173
uc.431,3561,0.430698553102648,0.446187249244948,-0.409715259647785,0.69530844065733
uc.432,5382,0.45074296215115,0.48774581843628,-0.455304746157857,0.909586043163766
uc.433,5837,0.450886539121146,0.489847133259504,-0.488370607435772,0.98740985557783
uc.434,6,0.0946961031523666,0.308168210742986,-0.365919425332437,0.345343247210243
uc.435,4146,-0.0852819484292204,-0.313447477594135,-0.670351823726877,0.644056997209106
uc.436,3120,-0.154130656000684,-0.320870691608481,-0.559616663830577,0.559411100423957
uc.437,1357,-0.0264367752117208,-0.304775186067187,-0.561232142873393,0.970268287999884
uc.438,931,-0.0350733777887287,-0.304681094627415,-0.531978531864148,0.970268287999884
uc.439,4,0.698982238193299,0.661235509781779,0.48817832966765,0.985279603541988
uc.440,4,0.697636271067064,0.65584563544026,0.49357420984575,0.985279603541988
uc.441,69,-0.213003070085014,-0.305478960917474,-0.391210094173338,0.339312295312445
uc.442,1241,-0.129000047032008,-0.318271119842829,-0.572446131740755,0.524972814489718
uc.443,5250,0.194373144897394,0.353653732581937,-0.629809241890528,0.781284448250163
uc.444,1,-0.334723290179274,-0.334723290179274,-0.334723290179274,-0.334723290179274
uc.445,5657,0.397528265221963,0.459932061248614,-0.48086058178357,0.8892496435172
uc.446,798,-0.0974351870078598,-0.317617348131957,-0.575384623784387,0.924678619494764
uc.447,757,-0.145450343001583,-0.328143896204584,-0.592988458784037,0.924678619494764
uc.448,2046,0.00809241176246519,0.30271955200099,-0.604055486650208,0.586264469743778
uc.449,1194,-0.0644527421789088,-0.312855311206982,-0.660479047365121,0.608415178023006
uc.450,5359,0.459904965381675,0.497551984610499,-0.454332437614373,0.921683617988755
uc.451,0,NaN,NA,Inf,-Inf
uc.452,1,-0.350422001017352,-0.350422001017352,-0.350422001017352,-0.350422001017352
uc.453,60,0.0717240481886488,0.303430970643289,-0.394285173500429,0.615213967027957
uc.47,5721,0.427186905450386,0.474804969556778,-0.492658046774547,0.942067336347778
uc.48,6,0.102169016981048,0.300724067298129,-0.323369893105209,0.321452120287807
uc.49,1936,-0.103000313862493,-0.318621551307589,-0.548182005967618,0.584698402356472
uc.50,4497,0.265680499161837,0.373099493962769,-0.609198575706755,0.807413932266903
uc.51,2545,0.424224630094574,0.420047482508001,0.300008462769728,0.582014066397254
uc.52,5,0.158428035973141,0.312701070403874,-0.309646101529577,0.583358281821152
uc.53,1446,-0.111166241220518,-0.316996927013616,-0.495458222581764,0.583358281821152
uc.54,98,0.105770663694527,0.305218798996479,-0.334545299022414,0.509227785911945
uc.55,5366,0.439412291212876,0.477401401907854,-0.462342585658244,0.920188164680039
uc.56,4713,0.468787559125441,0.49010365527954,-0.402059728954775,0.920188164680039
uc.57,5779,0.44948019894107,0.48641789156917,-0.483966600268807,0.978824512185024
uc.58,5597,0.445917749956977,0.484099274658737,-0.478508841774415,0.988463151917636
uc.59,5742,0.435998623504449,0.479392200238232,-0.482163029343972,0.988463151917636
uc.60,5567,0.422698048888874,0.471626699037519,-0.490122582764523,0.922896887975678
uc.61,985,0.100266422827792,0.320936710312112,-0.538004478898129,0.705464219318592
uc.62,4131,0.0105814213748524,0.305605174483202,-0.721222715529911,0.780995713106647
uc.63,627,-0.0936721096842879,-0.309410781932624,-0.395689538287663,0.406590586670137
uc.64,174,-0.217723135368429,-0.310695939963474,-0.365445874217763,0.358095913210202
uc.65,5621,0.435760678902114,0.476947506258355,-0.477587309849299,0.939332769755335
uc.66,913,-0.0741971253328024,-0.310659540953891,-0.485110166152379,0.663003864664843
uc.67,5517,0.45776562083186,0.49404375706937,-0.478850810469447,0.96230454869323
uc.68,4881,-0.0188623503872837,0.302822470200586,-0.853624112887888,0.991869098241837
uc.69,2895,0.451171795280045,0.448054336441506,0.300168163424273,0.626600396203219
uc.70,1427,0.346712967958362,0.346709484034939,0.300025115316612,0.41771812788974
uc.71,3041,-0.0693585658537191,-0.31348783499601,-0.725006756566154,0.729050504535772
uc.72,3264,-0.0432883972170745,-0.310717187885318,-0.702524180317054,0.744484594574182
uc.73,4072,-0.0197415512012523,-0.30291132928273,-0.675719221679978,0.744484594574182
uc.74,3221,-0.0324406674651601,-0.305514540949341,-0.601777727628031,0.682299707624956
uc.75,3490,-0.10743692233504,-0.321854192847413,-0.58373027969909,0.610075609842656
uc.76,6646,-0.0996911425326605,-0.326174072803479,-0.837332280188656,0.733804033192257
uc.77,2,0.315353102242088,0.315353102242088,0.308475145391294,0.322231059092882
uc.78,84,0.018533156962799,0.300665419393938,-0.348207394276802,0.613186815186759
uc.79,3,0.427621570417069,0.361202750673154,0.308475145391294,0.613186815186759
uc.80,2,0.393528301594914,0.393528301594914,0.361202750673154,0.425853852516673
uc.81,5940,0.442692541316254,0.480162494278531,-0.493891700206837,0.979369314360956
uc.82,5449,0.46597415302021,0.497303834362667,-0.457584598123085,0.943746058669744
uc.83,5054,0.471486404874314,0.502799629822073,-0.462639510578917,0.912561207209552
uc.84,3222,-0.243907710602666,-0.359450866341927,-0.714040462959003,0.558923080702974
uc.85,5505,0.452734756612795,0.494455975852897,-0.470364017395087,0.959456417190888
uc.86,5437,0.470093940844477,0.499489776883171,-0.470361651459464,0.955938270919648
uc.87,4062,0.481134805420664,0.494167741195762,-0.398338385212538,0.792231450382235
uc.88,3154,0.421738127582911,0.433771501577442,-0.352050219713522,0.641946309640915
uc.89,0,NaN,NA,Inf,-Inf
uc.90,186,0.379411804333836,0.362486953230003,0.300294285992478,0.629341696612435
uc.91,1843,-0.0592610945360029,-0.30994302645025,-0.50521788902124,0.507504383805717
uc.92,1205,0.324525036365877,0.335701422564292,-0.346346858901969,0.41844956598731
uc.93,4887,0.445921976789797,0.48052671186817,-0.432620792388239,0.85293453365134
uc.94,4002,0.456323014567465,0.473155093449907,-0.414283881335589,0.747364575209909
uc.95,130,-0.114429739866778,-0.309559426388008,-0.485718120609938,0.627322461555821
uc.96,556,-0.157952078203089,-0.315410203188371,-0.423689567406871,0.393666299339995
uc.97,4749,0.11953662480368,0.327059114721488,-0.641381488009711,0.909252173248366
uc.98,3864,0.444378842922699,0.465727921043269,-0.386056085413916,0.717194892126985
uc.99,3914,0.469004294309861,0.482983918007591,-0.376226896866136,0.736908504719587
uc.100,1715,-0.114167510412246,-0.317164771946555,-0.626646986935486,0.483095025984343
uc.101,3512,0.249007775202594,0.365780563110878,-0.581939812417704,0.847852230940796
uc.102,3157,0.105939439230431,0.321152647436463,-0.567939661361814,0.908688625582498
uc.103,557,0.273882959608762,0.329207202272026,-0.370405148275915,0.86848773944861
uc.104,267,0.312976363815762,0.320671179537205,-0.336577637722478,0.86848773944861
uc.105,646,0.231514488582097,0.324557183299042,-0.392256929688943,0.582542762011446
uc.106,148,0.136910239821023,0.310693528529089,-0.354929381371533,0.394228118052908
uc.107,3955,0.474763686269477,0.483473939674102,-0.409032232232961,0.762806855025475
uc.108,4460,0.473137375783126,0.497543794833343,-0.432518693166359,0.841185479343107
uc.109,0,NaN,NA,Inf,-Inf
uc.110,222,-0.0427890524666391,-0.303944151179646,-0.527666341198856,0.421238185108983
uc.454,5758,0.0459680916173969,0.312642922986066,-0.617225012307415,0.682653869988198
uc.455,3764,0.224718368949047,0.358399025962504,-0.575660437279502,0.729784581561536
uc.456,4838,0.210412107194004,0.363621009872321,-0.632695137365312,0.781544610171157
uc.457,285,0.240642179105254,0.315454746476348,-0.378696296673768,0.427931871973764
uc.458,0,NaN,NA,Inf,-Inf
uc.111,707,0.219787673765516,0.323169698552502,-0.411034359755071,0.508737218260291
uc.483,7912,-0.0966270336535407,-0.331075563433919,-0.793005839311113,0.77186056267409
uc.112,4798,0.460354637420387,0.490135959400545,-0.433313010552983,0.859191705393696
uc.113,4956,0.432353381805724,0.474690176180306,-0.462202540468874,0.835332245609597
uc.114,3963,0.488545718887239,0.496432442073251,-0.391440954891618,0.784932174995518
uc.115,5546,0.458042749654258,0.497269118807277,-0.463351930193979,0.966707099899812
uc.116,5886,0.440523133535091,0.481705129803418,-0.489034616368089,0.980761394482456
uc.117,5453,0.472433095899055,0.502136894855091,-0.464890880319147,0.984110649349231
uc.118,5375,0.469856995410318,0.500627609922734,-0.453736676825024,0.984110649349231
uc.119,2389,-0.133977820827246,-0.325063903011199,-0.609906718438191,0.955702132344979
uc.120,2223,-0.134584940417455,-0.324222903894785,-0.600591392908199,0.955702132344979
uc.121,448,-0.0987918122654133,-0.306556144107319,-0.460847223347053,0.917415652120106
uc.122,481,-0.134090510991791,-0.311948975868367,-0.483664397491744,0.917415652120106
uc.123,5695,0.421224882613174,0.469508822664935,-0.467053072485898,0.916702777517424
uc.124,5472,0.434539767347455,0.481766962620947,-0.46221855603309,0.916702777517424
uc.125,4769,0.448957397701039,0.484079892186134,-0.455642346971739,0.882870444095216
uc.126,5691,0.419608261860179,0.471294467077551,-0.478619221770976,0.926679837041634
uc.127,6,0.310976273002278,0.304571624606095,0.300490749646702,0.335711796282023
uc.128,4917,0.440686270128339,0.484645623792577,-0.451381933897579,0.872922412781148
uc.129,2079,0.0549793474159972,0.310673372577532,-0.55648971591483,0.505412259732413
uc.130,5471,0.4484801297736,0.491897853459407,-0.480972326742989,0.942983408421457
uc.131,189,0.0224349051017877,0.30295823850633,-0.392254381758272,0.39684011098058
uc.132,1,0.974469916673568,0.974469916673568,0.974469916673568,0.974469916673568
uc.133,1,0.974469916673568,0.974469916673568,0.974469916673568,0.974469916673568
uc.134,3804,0.49031962587012,0.491531315432907,-0.369787730075865,0.752937809562202
uc.135,1977,-0.0554384258932185,-0.305940045371365,-0.716519144514078,0.573389776064193
uc.136,30,-0.26297988681728,-0.32074579750685,-0.406983149988489,0.509882604094343
uc.137,4878,0.425111073418959,0.464328925109948,-0.442754731643752,0.809183470117778
uc.138,4159,0.201402223315088,0.350949604661257,-0.603387200834265,0.718513810239224
uc.139,769,-0.201969076487749,-0.323977392575148,-0.525089109325335,0.985484347970892
uc.140,4246,0.482068062904928,0.500796455828437,-0.39845431605806,0.807308921124256
uc.141,7058,0.0349796795450845,0.304081147951964,-0.721353933959457,0.785278784564272
uc.142,5532,0.428333864375934,0.472372969731494,-0.475637232910893,0.921154285391895
uc.143,2671,0.00238480771215265,-0.300513772020263,-0.514355769379515,0.616108381690934
uc.144,5601,0.166143936841047,0.348075083876968,-0.682623931802816,0.90877489123521
uc.145,3302,0.46346988621668,0.460806774947654,-0.353971996421977,0.68122320691654
uc.146,6003,0.434542397924941,0.477097925165456,-0.503210119652644,0.979205882807929
uc.147,2378,-0.0773110400272401,-0.316813385007794,-0.783167915001033,0.715409884697038
uc.148,6602,-0.0922290100166472,-0.324823214560332,-0.812787154061538,0.998612196762126
uc.149,6605,-0.0912768719588878,-0.324587530973282,-0.814880461102654,0.998612196762126
uc.150,3704,0.44433667800072,0.465986263013783,-0.386778605754138,0.710113191820051
uc.151,5330,0.104475103429997,0.32370954136338,-0.595480607972657,0.801073770782697
uc.152,5316,0.444418866545674,0.48916433333849,-0.465019914808118,0.914046286800536
uc.153,1110,-0.0275383102240203,-0.303924541213234,-0.471486016865481,0.511459773179572
uc.154,6085,0.00463756509073638,-0.302685336931982,-0.69734505624102,0.785278784564272
uc.155,5567,0.258195624625669,0.37137700183178,-0.546178513482648,0.716130676084304
uc.156,5364,0.419457672267961,0.476024927861713,-0.469626573460936,0.90423211284421
uc.157,5334,0.398202781841939,0.458343562971652,-0.463719651188291,0.890627255032391
uc.158,4545,0.392606512283952,0.450218985541403,-0.452185806024218,0.760820197082438
uc.159,2421,0.37998601262438,0.381687203291199,-0.347767057258372,0.6040562146304
uc.160,4002,0.439439048473936,0.469117715306967,-0.408690536530501,0.762592919846651
uc.161,2487,-0.0835458950422916,-0.309019128589511,-0.768665366615374,0.586082838685959
uc.162,3246,0.450987084764036,0.447781935353539,-0.318417352863829,0.640973728104858
uc.163,2,0.503449261145604,0.503449261145604,0.335004017540683,0.671894504750526
uc.164,9,-0.123637931367443,-0.307721867887975,-0.337829035671939,0.671894504750526
