id,counts
lgg_tcga_analysis/readcounts/TCGA-HT-7473-01A-11R-2027-07,146797205
lgg_tcga_analysis/readcounts/TCGA-HT-7474-01A-11R-2027-07,163938509
lgg_tcga_analysis/readcounts/TCGA-HT-7475-01A-11R-2027-07,164967445
lgg_tcga_analysis/readcounts/TCGA-HT-7476-01A-11R-2027-07,147727810
lgg_tcga_analysis/readcounts/TCGA-HT-7477-01B-11R-A28M-07,126900631
lgg_tcga_analysis/readcounts/TCGA-HT-7478-01A-11R-2027-07,165840425
lgg_tcga_analysis/readcounts/TCGA-HT-7479-01A-11R-2027-07,153731393
lgg_tcga_analysis/readcounts/TCGA-HT-7481-01A-11R-2027-07,140568919
lgg_tcga_analysis/readcounts/TCGA-HT-7482-01A-11R-2027-07,145144974
lgg_tcga_analysis/readcounts/TCGA-HT-7483-01A-11R-2027-07,146176428
lgg_tcga_analysis/readcounts/TCGA-HT-7485-01A-11R-2027-07,151843456
lgg_tcga_analysis/readcounts/TCGA-HT-7601-01A-11R-2090-07,144389123
lgg_tcga_analysis/readcounts/TCGA-HT-7602-01A-21R-2090-07,148555630
lgg_tcga_analysis/readcounts/TCGA-HT-7604-01A-11R-2090-07,147504190
lgg_tcga_analysis/readcounts/TCGA-HT-7605-01A-11R-2090-07,190045425
lgg_tcga_analysis/readcounts/TCGA-HT-7606-01A-11R-2090-07,149138155
lgg_tcga_analysis/readcounts/TCGA-HT-7607-01A-11R-2090-07,161482366
lgg_tcga_analysis/readcounts/TCGA-HT-7608-01A-11R-2090-07,161138657
lgg_tcga_analysis/readcounts/TCGA-HT-7609-01A-11R-2090-07,148290745
lgg_tcga_analysis/readcounts/TCGA-HT-7610-01A-21R-2090-07,204349847
lgg_tcga_analysis/readcounts/TCGA-HT-7611-01A-11R-2403-07,164094056
lgg_tcga_analysis/readcounts/TCGA-HT-7616-01A-11R-2256-07,97994074
lgg_tcga_analysis/readcounts/TCGA-HT-7676-01A-11R-2403-07,134505700
lgg_tcga_analysis/readcounts/TCGA-HT-7677-01A-11R-2256-07,172589038
lgg_tcga_analysis/readcounts/TCGA-HT-7680-01A-11R-2256-07,153734030
lgg_tcga_analysis/readcounts/TCGA-HT-7681-01A-11R-2403-07,114194001
lgg_tcga_analysis/readcounts/TCGA-HT-7684-01A-11R-2256-07,120588983
lgg_tcga_analysis/readcounts/TCGA-HT-7686-01A-11R-2256-07,140106454
lgg_tcga_analysis/readcounts/TCGA-HT-7687-01A-11R-2256-07,142485103
lgg_tcga_analysis/readcounts/TCGA-HT-7688-01A-11R-2256-07,181349277
lgg_tcga_analysis/readcounts/TCGA-HT-7689-01A-11R-2256-07,151821616
lgg_tcga_analysis/readcounts/TCGA-HT-7690-01A-11R-2256-07,164721714
lgg_tcga_analysis/readcounts/TCGA-HT-7691-01A-11R-2256-07,158955747
