id,counts
tcga_analysis/readcounts/TCGA-12-3653-01A-01R-1849-01,74.92567
tcga_analysis/readcounts/TCGA-12-5295-01A-01R-1849-01,95.980634
tcga_analysis/readcounts/TCGA-12-5299-01A-02R-1849-01,129.08699
tcga_analysis/readcounts/TCGA-14-0736-02A-01R-2005-01,65.388582
tcga_analysis/readcounts/TCGA-14-0781-01B-01R-1849-01,139.372342
tcga_analysis/readcounts/TCGA-14-0787-01A-01R-1849-01,70.397846
tcga_analysis/readcounts/TCGA-14-0789-01A-01R-1849-01,90.876147
tcga_analysis/readcounts/TCGA-14-0790-01B-01R-1849-01,77.972776
tcga_analysis/readcounts/TCGA-14-0817-01A-01R-1849-01,111.971331
tcga_analysis/readcounts/TCGA-14-0871-01A-01R-1849-01,21.005413
tcga_analysis/readcounts/TCGA-14-1034-01A-01R-1849-01,83.123395
tcga_analysis/readcounts/TCGA-14-1034-02B-01R-2005-01,75.849443
tcga_analysis/readcounts/TCGA-14-1402-02A-01R-2005-01,95.849129
tcga_analysis/readcounts/TCGA-14-1823-01A-01R-1849-01,90.231091
tcga_analysis/readcounts/TCGA-14-1825-01A-01R-1850-01,32.673189
tcga_analysis/readcounts/TCGA-14-1829-01A-01R-1850-01,100.047204
tcga_analysis/readcounts/TCGA-14-2554-01A-01R-1850-01,124.543777
tcga_analysis/readcounts/TCGA-15-0742-01A-01R-1850-01,105.33257
tcga_analysis/readcounts/TCGA-15-1444-01A-02R-1850-01,137.247406
tcga_analysis/readcounts/TCGA-16-0846-01A-01R-1850-01,105.709795
tcga_analysis/readcounts/TCGA-16-1045-01B-01R-1850-01,91.769085
tcga_analysis/readcounts/TCGA-19-0957-02A-11R-2005-01,111.975955
tcga_analysis/readcounts/TCGA-19-1389-02A-21R-2005-01,106.154661
tcga_analysis/readcounts/TCGA-19-1390-01A-01R-1850-01,137.703254
tcga_analysis/readcounts/TCGA-19-1787-01B-01R-1850-01,130.034745
tcga_analysis/readcounts/TCGA-19-2619-01A-01R-1850-01,136.256136
tcga_analysis/readcounts/TCGA-19-2620-01A-01R-1850-01,70.610297
tcga_analysis/readcounts/TCGA-19-2624-01A-01R-1850-01,145.05626
tcga_analysis/readcounts/TCGA-19-2625-01A-01R-1850-01,131.721993
tcga_analysis/readcounts/TCGA-19-2629-01A-01R-1850-01,130.404696
